"","X","last_first_name","BBE","Avg.LA","LA.Std.Dev","Sweet.Spot.","HH.LA","Oppo.FB.","Oppo.FB.EV","High.AA.","season","game_type","handedness","level","oppo_fb_pct_rank","oppo_fb_ev_pct_rank","high_aa_pct_rank","attack_angle_avg_rank","sweet_spot_pct_rank","launch_angle_avg_rank","hard_hit_pct_rank",".groups","poor_loft","loft_cohort","hhla_norm","avg_la_norm","ideal_aa_norm","sweet_spot_norm","angles_score","angles_tier","interaction_cohort","swspt_cohort"
"109",109,"Fraley, Jake",283,11.1,28.6,36,9.6,21.7,86.4,0,2024,"R","Overall","MLB",10.8,28.3,0,0,58.9,30.8,24.1,"drop",FALSE,"Non-Poor Loft",0.241,0.308,0,0.589,0.38143,"Below Average","Excluded from Analysis","Excluded from Analysis"
"110",110,"France, Ty",370,12.9,27.3,33.2,15.4,37.6,89.5,0,2024,"R","Overall","MLB",74.9,66.7,0,0,31.1,43.4,70.9,"drop",FALSE,"Non-Poor Loft",0.709,0.434,0,0.311,0.48293,"Below Average","Excluded from Analysis","Excluded from Analysis"
"111",111,"Frazier, Adam",201,15.3,25.7,40.3,9.9,35.8,80.4,0,2024,"R","Overall","MLB",68.7,1.3,0,0,89,67.2,27.1,"drop",TRUE,"Poor Loft",0.271,0.672,0,0.89,0.61379,"Good","Poor Loft + Good Angles","Poor Loft + Good Angles"
"112",112,"Freeman, Freddie",450,14.3,24.6,44,15.2,39.3,89.6,0,2024,"R","Overall","MLB",82,67.4,0,0,98.5,57.1,68.9,"drop",FALSE,"Non-Poor Loft",0.689,0.571,0,0.985,0.7507,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"113",113,"Freeman, Tyler",279,12.9,28.2,32.3,5,32.8,85.2,0,2024,"R","Overall","MLB",57.9,16.3,0,0,23.8,43.4,5.3,"drop",FALSE,"Non-Poor Loft",0.053,0.434,0,0.238,0.24163,"Below Average","Excluded from Analysis","Excluded from Analysis"
"114",114,"Frelick, Sal",391,9.7,30.9,31.5,4.2,30.6,82.1,0,2024,"R","Overall","MLB",46.6,3.3,0,0,17.3,21.8,3.5,"drop",FALSE,"Non-Poor Loft",0.035,0.218,0,0.173,0.14231,"Below Average","Excluded from Analysis","Excluded from Analysis"
"115",115,"Friedl, TJ",240,16.7,29.9,33.3,9,25.7,84.6,0,2024,"R","Overall","MLB",26.8,13,0,0,31.6,76.7,18,"drop",FALSE,"Non-Poor Loft",0.18,0.767,0,0.316,0.41995,"Below Average","Excluded from Analysis","Excluded from Analysis"
"116",116,"Fry, David",254,19.6,25.9,37.8,15.3,29.8,85.3,0,2024,"R","Overall","MLB",43.6,17.8,0,0,74.7,90.7,69.9,"drop",FALSE,"Non-Poor Loft",0.699,0.907,0,0.747,0.78396,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"117",117,"Gallo, Joey",121,26.1,27.5,34.7,26.3,18.8,90.2,0,2024,"R","Overall","MLB",4.8,74.4,0,0,45.1,99.5,99,"drop",FALSE,"Non-Poor Loft",0.99,0.995,0,0.451,0.80839,"Excellent","Non-Poor Loft + Good Angles","Excluded from Analysis"
"118",118,"Garcia, Maikel",473,6.4,28.6,36.4,4.7,40.8,88.2,0,2024,"R","Overall","MLB",86.7,48.6,0,0,63.4,7.3,4.8,"drop",FALSE,"Non-Poor Loft",0.048,0.073,0,0.634,0.25549,"Below Average","Excluded from Analysis","Excluded from Analysis"
"119",119,"García Jr., Luis",410,8.2,27.8,34.9,12.8,46.2,89.1,0,2024,"R","Overall","MLB",94.7,62.2,0,0,46.6,12,49.1,"drop",FALSE,"Non-Poor Loft",0.491,0.12,0,0.466,0.36007,"Below Average","Excluded from Analysis","Excluded from Analysis"
"120",120,"García, Adolis",408,15.1,31.2,35.3,14.4,34.4,91.9,0,2024,"R","Overall","MLB",63.7,90.7,0,0,50.1,64.9,61.9,"drop",FALSE,"Non-Poor Loft",0.619,0.649,0,0.501,0.58878,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"121",121,"Garver, Mitch",237,18.2,30.3,32.9,15.9,21.9,90.6,0,2024,"R","Overall","MLB",11.5,77.4,0,0,27.8,85,74.2,"drop",FALSE,"Non-Poor Loft",0.742,0.85,0,0.278,0.61988,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"122",122,"Gelof, Zack",311,14.3,27.1,36.3,17.1,24.1,91.1,0,2024,"R","Overall","MLB",19.5,83.5,0,0,61.9,57.1,83.2,"drop",FALSE,"Non-Poor Loft",0.832,0.571,0,0.619,0.67345,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"123",123,"Giménez, Andrés",487,8.4,28.2,34.9,9.8,31.9,85.2,0,2024,"R","Overall","MLB",53.9,16.3,0,0,46.6,12.5,26.3,"drop",FALSE,"Non-Poor Loft",0.263,0.125,0,0.466,0.28648,"Below Average","Excluded from Analysis","Excluded from Analysis"
"124",124,"Goldschmidt, Paul",428,13.1,26.7,35.7,16,33.9,91.4,0,2024,"R","Overall","MLB",61.9,86.5,0,0,54.9,45.4,74.9,"drop",FALSE,"Non-Poor Loft",0.749,0.454,0,0.549,0.58365,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"125",125,"Gonzales, Nick",289,13.1,26.4,36,12.2,30.7,89.3,0,2024,"R","Overall","MLB",47.1,64.7,0,0,58.9,45.4,44.4,"drop",FALSE,"Non-Poor Loft",0.444,0.454,0,0.589,0.4966,"Below Average","Excluded from Analysis","Excluded from Analysis"
"126",126,"Gonzalez, Romy",140,3.8,27.2,31.4,7.3,30.8,87.4,0,2024,"R","Overall","MLB",47.6,39.3,0,0,15.5,2,11.3,"drop",FALSE,"Non-Poor Loft",0.113,0.02,0,0.155,0.09659,"Below Average","Excluded from Analysis","Excluded from Analysis"
"127",127,"Goodman, Hunter",149,16.5,30.2,33.6,15.1,32,87.5,0,2024,"R","Overall","MLB",54.9,40.4,0,0,34.3,75.2,67.7,"drop",FALSE,"Non-Poor Loft",0.677,0.752,0,0.343,0.58819,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"128",128,"Gordon, Nick",196,6.3,25.9,35.7,14.2,20.9,85.8,0,2024,"R","Overall","MLB",9,22.3,0,0,54.9,7,61.2,"drop",FALSE,"Non-Poor Loft",0.612,0.07,0,0.549,0.41172,"Below Average","Excluded from Analysis","Excluded from Analysis"
"129",129,"Gorman, Nolan",216,20.3,25.7,44,26.3,19,87.2,0,2024,"R","Overall","MLB",5,37.6,0,0,98.5,93.5,99,"drop",FALSE,"Non-Poor Loft",0.99,0.935,0,0.985,0.97015,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"130",130,"Grandal, Yasmani",170,11.1,27.9,34.1,13.7,22.4,88.8,0,2024,"R","Overall","MLB",13.5,58.1,0,0,38.8,30.8,55.4,"drop",FALSE,"Non-Poor Loft",0.554,0.308,0,0.388,0.41638,"Below Average","Excluded from Analysis","Excluded from Analysis"
"131",131,"Greene, Riley",358,12.2,25.4,39.7,15.4,28.3,93,0,2024,"R","Overall","MLB",37.3,94.5,0,0,85.2,38.6,70.9,"drop",FALSE,"Non-Poor Loft",0.709,0.386,0,0.852,0.65103,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"132",132,"Grichuk, Randal",210,17.4,31,35.2,12.5,21.3,90,0,2024,"R","Overall","MLB",9.8,72.2,0,0,49.4,81.7,47.4,"drop",FALSE,"Non-Poor Loft",0.474,0.817,0,0.494,0.59399,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"133",133,"Grisham, Trent",120,19.7,28.5,28.3,21.1,16.7,91.2,0,2024,"R","Overall","MLB",3.3,84.5,0,0,4.5,91.2,95,"drop",FALSE,"Non-Poor Loft",0.95,0.912,0,0.045,0.62976,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"134",134,"Grossman, Robbie",152,13.3,27.9,30.9,11.9,38.9,83.9,0,2024,"R","Overall","MLB",80.2,8.5,0,0,12.8,48.4,41.1,"drop",TRUE,"Poor Loft",0.411,0.484,0,0.128,0.33887,"Below Average","Excluded from Analysis","Excluded from Analysis"
"135",135,"Guerrero Jr., Vladimir",522,7.4,27.3,36.6,6.9,33.3,90.7,0,2024,"R","Overall","MLB",58.9,78.4,0,0,65.2,9.3,9.8,"drop",FALSE,"Non-Poor Loft",0.098,0.093,0,0.652,0.28471,"Below Average","Excluded from Analysis","Non-Poor Loft + Good Angles"
"136",136,"Guillorme, Luis",127,5.8,28.1,33.9,10.9,39.3,76.6,0,2024,"R","Overall","MLB",82,0.3,0,0,37.1,5.5,34.3,"drop",TRUE,"Poor Loft",0.343,0.055,0,0.371,0.25748,"Below Average","Excluded from Analysis","Excluded from Analysis"
"137",137,"Gurriel Jr., Lourdes",417,15.7,27.7,35.3,12.4,33.6,87.7,0,2024,"R","Overall","MLB",61.2,41.9,0,0,50.1,69.4,46.4,"drop",FALSE,"Non-Poor Loft",0.464,0.694,0,0.501,0.55248,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"138",138,"Hamilton, David",209,15.6,25.9,40.2,13.2,34.9,83.4,0,2024,"R","Overall","MLB",65.7,6.3,0,0,87.7,69.2,52.6,"drop",TRUE,"Poor Loft",0.526,0.692,0,0.877,0.70012,"Good","Poor Loft + Good Angles","Poor Loft + Good Angles"
"139",139,"Hampson, Garrett",151,16.2,31.3,33.8,11.6,42.6,84.1,0,2024,"R","Overall","MLB",91,10.3,0,0,36.1,72.4,39.6,"drop",TRUE,"Poor Loft",0.396,0.724,0,0.361,0.49234,"Below Average","Excluded from Analysis","Excluded from Analysis"
"140",140,"Haniger, Mitch",255,13.7,29.3,31.8,14.4,41.1,90,0,2024,"R","Overall","MLB",88,72.2,0,0,20.3,52.9,61.9,"drop",FALSE,"Non-Poor Loft",0.619,0.529,0,0.203,0.44786,"Below Average","Excluded from Analysis","Excluded from Analysis"
"141",141,"Happ, Ian",402,15.1,28.1,37.8,15.3,31.1,89.3,0,2024,"R","Overall","MLB",49.6,64.7,0,0,74.7,64.9,69.9,"drop",FALSE,"Non-Poor Loft",0.699,0.649,0,0.747,0.69882,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"142",142,"Harper, Bryce",414,13.5,27.2,36.5,16.8,44.4,90,0,2024,"R","Overall","MLB",92.5,72.2,0,0,64.2,50.6,82.2,"drop",FALSE,"Non-Poor Loft",0.822,0.506,0,0.642,0.65652,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"143",143,"Harris II, Michael",348,7.5,28.9,34.2,7.2,32.4,91.5,0,2024,"R","Overall","MLB",55.9,86.7,0,0,39.8,9.8,10.8,"drop",FALSE,"Non-Poor Loft",0.108,0.098,0,0.398,0.2033,"Below Average","Excluded from Analysis","Excluded from Analysis"
"144",144,"Hayes, Ke'Bryan",294,4.8,31,29.9,4.4,60,89.7,0,2024,"R","Overall","MLB",100,68.4,0,0,8.5,3.5,4.3,"drop",FALSE,"Non-Poor Loft",0.043,0.035,0,0.085,0.05464,"Below Average","Excluded from Analysis","Excluded from Analysis"
"145",145,"Hays, Austin",178,14.9,28.6,30.9,15,32.6,86.9,0,2024,"R","Overall","MLB",56.1,35.6,0,0,12.8,62.4,66.9,"drop",FALSE,"Non-Poor Loft",0.669,0.624,0,0.128,0.47021,"Below Average","Excluded from Analysis","Excluded from Analysis"
"146",146,"Heim, Jonah",370,14.6,30,31.4,12.1,28.4,87.8,0,2024,"R","Overall","MLB",37.6,43.1,0,0,15.5,59.9,43.6,"drop",FALSE,"Non-Poor Loft",0.436,0.599,0,0.155,0.39425,"Below Average","Excluded from Analysis","Excluded from Analysis"
"147",147,"Henderson, Gunnar",475,9.2,26.7,35.4,9.2,31.2,88,0,2024,"R","Overall","MLB",50.6,45.4,0,0,51.1,17.8,21.1,"drop",FALSE,"Non-Poor Loft",0.211,0.178,0,0.511,0.30211,"Below Average","Excluded from Analysis","Excluded from Analysis"
"148",148,"Hernández, Enrique",286,17.1,26.9,36.7,11,34.1,86.8,0,2024,"R","Overall","MLB",62.7,34.3,0,0,66.4,80.7,34.8,"drop",TRUE,"Poor Loft",0.348,0.807,0,0.664,0.60691,"Good","Poor Loft + Good Angles","Poor Loft + Good Angles"
"149",149,"Hernández, Teoscar",402,10.2,28.6,35.6,15,32.7,92.4,0,2024,"R","Overall","MLB",57.1,93.7,0,0,52.9,25.3,66.9,"drop",FALSE,"Non-Poor Loft",0.669,0.253,0,0.529,0.48412,"Below Average","Excluded from Analysis","Excluded from Analysis"
"150",150,"Herrera, Iván",178,9.1,24.8,41,11.4,28.9,82.1,0,2024,"R","Overall","MLB",39.8,3.3,0,0,92,17,36.8,"drop",FALSE,"Non-Poor Loft",0.368,0.17,0,0.92,0.49034,"Below Average","Excluded from Analysis","Non-Poor Loft + Good Angles"
"151",151,"Heyward, Jason",178,10.4,28.8,32,8.2,13.9,91.2,0,2024,"R","Overall","MLB",0.8,84.5,0,0,21.6,26.8,13.5,"drop",FALSE,"Non-Poor Loft",0.135,0.268,0,0.216,0.20643,"Below Average","Excluded from Analysis","Excluded from Analysis"
"152",152,"Higashioka, Kyle",171,20.7,26.8,41.5,19.5,16.4,87.9,0,2024,"R","Overall","MLB",2.8,44.1,0,0,93,94.5,91,"drop",FALSE,"Non-Poor Loft",0.91,0.945,0,0.93,0.92835,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"153",153,"Hill, Derek",104,9.9,25.9,40.4,12.3,39.3,86.4,0,2024,"R","Overall","MLB",82,28.3,0,0,89.5,23.1,45.4,"drop",TRUE,"Poor Loft",0.454,0.231,0,0.895,0.53035,"Good","Poor Loft + Good Angles","Poor Loft + Good Angles"
"154",154,"Hoerner, Nico",519,10.3,28.3,37.4,3.9,40.6,84.1,0,2024,"R","Overall","MLB",86,10.3,0,0,71.4,25.6,3.3,"drop",TRUE,"Poor Loft",0.033,0.256,0,0.714,0.33813,"Below Average","Excluded from Analysis","Poor Loft + Good Angles"
"155",155,"Holliday, Jackson",122,8.6,25.6,30.3,10.1,36.4,92.2,0,2024,"R","Overall","MLB",70.4,92,0,0,10.3,13.5,28.6,"drop",FALSE,"Non-Poor Loft",0.286,0.135,0,0.103,0.17395,"Below Average","Excluded from Analysis","Excluded from Analysis"
"156",156,"Horwitz, Spencer",260,13.7,27.6,39.6,14.6,30.3,88.3,0,2024,"R","Overall","MLB",45.6,51.6,0,0,84.7,52.9,63.9,"drop",FALSE,"Non-Poor Loft",0.639,0.529,0,0.847,0.67342,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"157",157,"Hoskins, Rhys",306,20.7,27.9,31.4,22.2,19.6,88.2,0,2024,"R","Overall","MLB",6.3,48.6,0,0,15.5,94.5,96.2,"drop",FALSE,"Non-Poor Loft",0.962,0.945,0,0.155,0.68201,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"158",158,"Ibáñez, Andy",163,20.3,29.6,36.2,12.8,27.9,88.2,0,2024,"R","Overall","MLB",35.1,48.6,0,0,61.2,93.5,49.1,"drop",FALSE,"Non-Poor Loft",0.491,0.935,0,0.612,0.67866,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"159",159,"Iglesias, Jose",232,9,27.1,37.1,5.6,44.4,82.7,0,2024,"R","Overall","MLB",92.5,4.5,0,0,70.2,15.5,5.8,"drop",TRUE,"Poor Loft",0.058,0.155,0,0.702,0.30897,"Below Average","Excluded from Analysis","Poor Loft + Good Angles"
"160",160,"India, Jonathan",415,13.5,27.3,40.5,12.3,21.1,87.3,0,2024,"R","Overall","MLB",9.5,38.6,0,0,90,50.6,45.4,"drop",FALSE,"Non-Poor Loft",0.454,0.506,0,0.9,0.6228,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"161",161,"Isbel, Kyle",295,9,30.7,27.8,4.3,31.1,85.4,0,2024,"R","Overall","MLB",49.6,18.8,0,0,3,15.5,4,"drop",FALSE,"Non-Poor Loft",0.04,0.155,0,0.03,0.07455,"Below Average","Excluded from Analysis","Excluded from Analysis"
"162",162,"Jankowski, Travis",143,5.9,27.4,27.3,4.2,50,81.9,0,2024,"R","Overall","MLB",97,2.8,0,0,2.5,5.8,3.5,"drop",TRUE,"Poor Loft",0.035,0.058,0,0.025,0.03919,"Below Average","Excluded from Analysis","Excluded from Analysis"
"163",163,"Jansen, Danny",217,21.6,29.9,34.1,17.4,16.2,86.1,0,2024,"R","Overall","MLB",2.5,24.6,0,0,38.8,97.2,85.5,"drop",FALSE,"Non-Poor Loft",0.855,0.972,0,0.388,0.73483,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"164",164,"Jeffers, Ryan",323,16.3,31.2,32.8,13.7,25.5,86.8,0,2024,"R","Overall","MLB",25.3,34.3,0,0,26.6,73.7,55.4,"drop",FALSE,"Non-Poor Loft",0.554,0.737,0,0.266,0.51647,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"165",165,"Jiménez, Eloy",255,4.4,30.1,25.5,4.5,27.5,93.5,0,2024,"R","Overall","MLB",34.3,95.7,0,0,1.3,2.8,4.5,"drop",FALSE,"Non-Poor Loft",0.045,0.028,0,0.013,0.02851,"Below Average","Excluded from Analysis","Excluded from Analysis"
"166",166,"Jiménez, Leo",118,12.1,26.2,44.1,16.1,41.4,88,0,2024,"R","Overall","MLB",89,45.4,0,0,99,37.8,75.7,"drop",FALSE,"Non-Poor Loft",0.757,0.378,0,0.99,0.71115,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"167",167,"Joe, Connor",275,16.3,31.3,31.3,8.4,26.5,83.7,0,2024,"R","Overall","MLB",30.3,7,0,0,14.8,73.7,14.5,"drop",FALSE,"Non-Poor Loft",0.145,0.737,0,0.148,0.34138,"Below Average","Excluded from Analysis","Excluded from Analysis"
"168",168,"Jones, Nolan",168,7.8,28.7,35.1,8.9,37.1,89.6,0,2024,"R","Overall","MLB",73.7,67.4,0,0,48.4,11.5,17.5,"drop",FALSE,"Non-Poor Loft",0.175,0.115,0,0.484,0.26026,"Below Average","Excluded from Analysis","Excluded from Analysis"
"169",169,"Judge, Aaron",391,18.9,24,41.7,20.8,30.5,94.8,0,2024,"R","Overall","MLB",46.1,97.5,0,0,93.5,88,94.5,"drop",FALSE,"Non-Poor Loft",0.945,0.88,0,0.935,0.92015,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"170",170,"Julien, Edouard",164,11.8,21.9,40.2,19.4,50,94.2,0,2024,"R","Overall","MLB",97,96.5,0,0,87.7,35.3,90.5,"drop",FALSE,"Non-Poor Loft",0.905,0.353,0,0.877,0.71332,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"171",171,"Julks, Corey",124,15,30.2,35.5,14.6,25.7,85.7,0,2024,"R","Overall","MLB",26.8,21.6,0,0,51.6,63.7,63.9,"drop",FALSE,"Non-Poor Loft",0.639,0.637,0,0.516,0.59652,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"172",172,"Jung, Josh",131,12.2,27.5,38.9,16.7,47.4,91.3,0,2024,"R","Overall","MLB",95.7,85.5,0,0,82,38.6,81.7,"drop",FALSE,"Non-Poor Loft",0.817,0.386,0,0.82,0.67579,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"173",173,"Keith, Colt",408,11.3,28.5,36.3,12.4,36.3,84.9,0,2024,"R","Overall","MLB",70.2,15,0,0,61.9,33.1,46.4,"drop",TRUE,"Poor Loft",0.464,0.331,0,0.619,0.47281,"Below Average","Excluded from Analysis","Excluded from Analysis"
"174",174,"Kelenic, Jarred",282,15.9,27.1,40.1,18.6,29.4,86.7,0,2024,"R","Overall","MLB",41.4,32.8,0,0,87.5,70.7,88.7,"drop",FALSE,"Non-Poor Loft",0.887,0.707,0,0.875,0.82352,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"175",175,"Kelly, Carson",227,13.6,28.4,28.2,13.5,30.8,87.8,0,2024,"R","Overall","MLB",47.6,43.1,0,0,4,52.1,54.4,"drop",FALSE,"Non-Poor Loft",0.544,0.521,0,0.04,0.36505,"Below Average","Excluded from Analysis","Excluded from Analysis"
"176",176,"Kepler, Max",290,16.8,29,37.2,12,41.8,84.3,0,2024,"R","Overall","MLB",90.2,11,0,0,70.4,76.9,42.9,"drop",TRUE,"Poor Loft",0.429,0.769,0,0.704,0.6347,"Good","Poor Loft + Good Angles","Poor Loft + Good Angles"
"177",177,"Kiermaier, Kevin",172,7,29.6,30.2,8.2,14.7,87.9,0,2024,"R","Overall","MLB",1.5,44.1,0,0,9.8,8.5,13.5,"drop",FALSE,"Non-Poor Loft",0.135,0.085,0,0.098,0.10592,"Below Average","Excluded from Analysis","Excluded from Analysis"
"178",178,"Kim, Ha-Seong",324,15.1,29.7,38.3,8.7,22.2,84.5,0,2024,"R","Overall","MLB",12.8,12.5,0,0,77.9,64.9,16.5,"drop",FALSE,"Non-Poor Loft",0.165,0.649,0,0.779,0.53348,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"179",179,"Kiner-Falefa, Isiah",384,9.1,28.9,33.9,9,33.7,84.3,0,2024,"R","Overall","MLB",61.4,11,0,0,37.1,17,18,"drop",TRUE,"Poor Loft",0.18,0.17,0,0.371,0.24164,"Below Average","Excluded from Analysis","Excluded from Analysis"
"180",180,"Kirilloff, Alex",115,13.2,25.3,28.7,16.6,37.8,90.6,0,2024,"R","Overall","MLB",75.7,77.4,0,0,5.3,46.6,81,"drop",FALSE,"Non-Poor Loft",0.81,0.466,0,0.053,0.4391,"Below Average","Excluded from Analysis","Excluded from Analysis"
"181",181,"Kirk, Alejandro",298,10.8,29,36.2,10.5,36.8,91.1,0,2024,"R","Overall","MLB",71.7,83.5,0,0,61.2,29.8,31.3,"drop",FALSE,"Non-Poor Loft",0.313,0.298,0,0.612,0.40971,"Below Average","Excluded from Analysis","Excluded from Analysis"
"182",182,"Kwan, Steven",421,14.9,26.9,41.1,13,31.1,83.4,0,2024,"R","Overall","MLB",49.6,6.3,0,0,92.2,62.4,51.4,"drop",FALSE,"Non-Poor Loft",0.514,0.624,0,0.922,0.68902,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"183",183,"Langeliers, Shea",343,16.3,30.8,36.4,16.2,16.5,88.2,0,2024,"R","Overall","MLB",3,48.6,0,0,63.4,73.7,76.9,"drop",FALSE,"Non-Poor Loft",0.769,0.737,0,0.634,0.71254,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"184",184,"Langford, Wyatt",387,16.6,29.4,32.3,12.4,27.7,87.2,0,2024,"R","Overall","MLB",34.8,37.6,0,0,23.8,75.4,46.4,"drop",FALSE,"Non-Poor Loft",0.464,0.754,0,0.238,0.48286,"Below Average","Excluded from Analysis","Excluded from Analysis"
"185",185,"Larnach, Trevor",268,12.5,23.5,37.7,11.2,33.3,87.5,0,2024,"R","Overall","MLB",58.9,40.4,0,0,73.9,41.1,35.1,"drop",FALSE,"Non-Poor Loft",0.351,0.411,0,0.739,0.50272,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"186",186,"Laureano, Ramón",191,13.3,26.4,41.9,19.6,34.5,92.2,0,2024,"R","Overall","MLB",64.2,92,0,0,95,48.4,91.2,"drop",FALSE,"Non-Poor Loft",0.912,0.484,0,0.95,0.78368,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"187",187,"LeMahieu, DJ",172,1.9,28.6,33.1,6.3,40.6,85.7,0,2024,"R","Overall","MLB",86,21.6,0,0,29.1,0.8,8,"drop",TRUE,"Poor Loft",0.08,0.008,0,0.291,0.12798,"Below Average","Excluded from Analysis","Excluded from Analysis"
"188",188,"Lee, Brooks",147,12.4,30.2,37.4,16.2,29.7,89.3,0,2024,"R","Overall","MLB",42.9,64.7,0,0,71.4,40.1,76.9,"drop",FALSE,"Non-Poor Loft",0.769,0.401,0,0.714,0.62886,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"189",189,"Lee, Jung Hoo",134,9.2,27.9,32.1,9.1,26.7,83.9,0,2024,"R","Overall","MLB",31.8,8.5,0,0,21.8,17.8,19.3,"drop",FALSE,"Non-Poor Loft",0.193,0.178,0,0.218,0.19655,"Below Average","Excluded from Analysis","Excluded from Analysis"
"190",190,"Lee, Korey",251,9.5,29.2,35.5,9.9,33.3,86.6,0,2024,"R","Overall","MLB",58.9,30.8,0,0,51.6,20.3,27.1,"drop",FALSE,"Non-Poor Loft",0.271,0.203,0,0.516,0.33186,"Below Average","Excluded from Analysis","Excluded from Analysis"
"191",191,"Lewis, Royce",222,16.8,29.9,37.8,15.7,19.1,89.9,0,2024,"R","Overall","MLB",5.3,70.4,0,0,74.7,76.9,73.4,"drop",FALSE,"Non-Poor Loft",0.734,0.769,0,0.747,0.74997,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
