batter,level,report_date,bip_count,pa_count,status,notes
669369,Triple-A,2026-08-16,155,1013,reported,NA
688509,Single-A,2026-06-20,29,192,new,NA
694211,Triple-A,2026-08-02,159,840,reported,NA
702563,Rookie,2026-06-20,11,73,new,NA
803385,Triple-A,2026-09-01,160,749,reported,NA
807648,Rookie,2026-06-20,16,126,new,NA
808267,Rookie,2026-06-20,13,83,new,NA
811765,Single-A,2026-06-20,2,59,new,NA
814457,Single-A,2026-06-20,6,57,new,NA
815893,Rookie,2026-06-20,5,50,new,NA
815923,Single-A,2026-06-20,85,724,new,NA
820993,Rookie,2026-06-20,35,232,new,NA
821073,Rookie,2026-06-20,27,214,new,NA
821279,Single-A,2026-06-20,54,409,new,NA
821663,Rookie,2026-06-20,10,114,new,NA
821814,Rookie,2026-06-20,7,56,new,NA
829056,Rookie,2026-06-20,8,55,new,NA
829162,Rookie,2026-06-20,28,198,new,NA
829704,Single-A,2026-06-20,69,363,new,NA
829714,Rookie,2026-06-20,10,106,new,NA
829741,Single-A,2026-09-01,114,852,reported,NA
831850,Rookie,2026-06-20,8,68,new,NA
840570,Triple-A,2026-06-20,8,56,new,NA
553869,MLB,2026-09-11,120,712,reported,NA
608841,MLB,2026-07-02,13,58,new,NA
624431,MLB,2026-07-02,43,186,new,NA
642020,MLB,2026-07-02,16,70,new,NA
649966,MLB,2026-07-02,24,148,new,NA
665953,MLB,2026-07-02,98,573,new,NA
669384,MLB,2026-07-02,19,76,new,NA
678011,MLB,2026-08-08,110,569,reported,NA
681987,MLB,2026-07-02,13,78,new,NA
682674,MLB,2026-07-02,31,158,new,NA
686475,MLB,2026-07-02,54,241,new,NA
691019,MLB,2026-07-02,55,488,new,NA
691907,MLB,2026-07-02,20,122,new,NA
694876,MLB,2026-07-02,7,73,new,NA
695681,MLB,2026-07-02,68,420,new,NA
696135,MLB,2026-07-02,53,297,new,NA
699013,MLB,2026-08-22,122,1146,reported,NA
701162,MLB,2026-07-02,36,287,new,NA
701852,MLB,2026-07-02,80,552,new,NA
595909,Triple-A,2026-09-19,102,656,reported,NA
596146,Triple-A,2026-07-02,8,50,new,NA
606192,Triple-A,2026-07-02,10,67,new,NA
630105,Triple-A,2026-07-02,10,59,new,NA
641521,Triple-A,2026-07-02,39,376,new,NA
641555,Triple-A,2026-08-08,216,1121,reported,NA
650907,Triple-A,2026-07-02,11,63,new,NA
657675,Triple-A,2026-07-02,96,561,new,NA
663503,Triple-A,2026-07-02,21,109,new,NA
663853,Triple-A,2026-07-02,80,417,new,NA
664059,Triple-A,2026-07-02,56,344,new,NA
665998,Single-A,2026-07-02,20,84,new,NA
666181,Triple-A,2026-08-22,158,930,reported,NA
668843,Triple-A,2026-09-11,133,597,reported,NA
669357,Triple-A,2026-07-02,89,869,new,NA
671218,Triple-A,2026-07-02,12,94,new,NA
674976,Triple-A,2026-07-02,52,290,new,NA
677356,Triple-A,2026-07-02,9,116,new,NA
678636,Triple-A,2026-07-02,90,468,new,NA
681393,Triple-A,2026-07-02,76,422,new,NA
681400,Triple-A,2026-07-02,60,427,new,NA
682003,Triple-A,2026-07-02,20,127,new,NA
682633,Triple-A,2026-09-19,107,819,reported,NA
686540,Triple-A,2026-07-02,12,52,new,NA
686668,Triple-A,2026-07-02,25,114,new,NA
687310,Triple-A,2026-07-02,11,81,new,NA
687357,Single-A,2026-07-02,29,208,new,NA
687597,Triple-A,2026-07-02,79,435,new,NA
690804,Triple-A,2026-07-02,33,210,new,NA
691913,Triple-A,2026-07-02,53,264,new,NA
694208,Triple-A,2026-08-02,100,504,reported,NA
699115,Triple-A,2026-07-02,83,478,new,NA
700337,Triple-A,2026-07-02,77,394,new,NA
700845,Triple-A,2026-07-02,9,70,new,NA
701330,Rookie,2026-07-02,5,61,new,NA
702068,Triple-A,2026-07-02,12,63,new,NA
702556,Rookie,2026-07-02,9,52,new,NA
703804,Triple-A,2026-07-02,57,296,new,NA
800463,Single-A,2026-07-02,47,249,new,NA
802407,Triple-A,2026-07-02,22,108,new,NA
806401,Triple-A,2026-07-02,68,314,new,NA
806986,Single-A,2026-07-02,8,88,new,NA
807647,Single-A,2026-07-02,17,119,new,NA
808118,Rookie,2026-07-02,13,69,new,NA
808545,Rookie,2026-07-02,6,84,new,NA
808694,Single-A,2026-07-02,13,127,new,NA
812503,Rookie,2026-07-02,11,56,new,NA
813939,Rookie,2026-07-02,40,176,new,NA
814430,Triple-A,2026-07-02,95,599,new,NA
820946,Rookie,2026-07-02,15,124,new,NA
821045,Rookie,2026-07-02,12,58,new,NA
821107,Single-A,2026-07-02,71,384,new,NA
821156,Rookie,2026-07-02,19,142,new,NA
821671,Single-A,2026-07-02,31,207,new,NA
822578,Rookie,2026-07-02,10,67,new,NA
825616,Rookie,2026-07-02,21,114,new,NA
826932,Rookie,2026-07-02,14,60,new,NA
828599,Triple-A,2026-09-19,112,803,reported,NA
828783,Single-A,2026-07-02,19,108,new,NA
829744,Rookie,2026-07-02,27,141,new,NA
829768,Rookie,2026-07-02,13,71,new,NA
829875,Rookie,2026-07-02,30,223,new,NA
829911,Rookie,2026-07-02,25,212,new,NA
830410,Rookie,2026-07-02,8,64,new,NA
831590,Single-A,2026-07-02,25,156,new,NA
833069,Rookie,2026-07-02,8,66,new,NA
836165,Rookie,2026-07-02,10,119,new,NA
838338,Single-A,2026-07-02,75,468,new,NA
596146,MLB,2026-07-10,76,402,new,NA
663853,MLB,2026-07-10,28,197,new,NA
668670,MLB,2026-07-10,23,193,new,NA
678577,MLB,2026-07-10,9,53,new,NA
680474,MLB,2026-07-10,20,128,new,NA
805347,MLB,2026-07-10,72,332,new,NA
811965,MLB,2026-07-10,42,189,new,NA
815873,MLB,2026-07-10,11,77,new,NA
543510,Triple-A,2026-07-10,10,50,new,NA
595453,Triple-A,2026-07-10,38,218,new,NA
641943,Triple-A,2026-07-10,75,398,new,NA
650859,Triple-A,2026-07-10,17,92,new,NA
663647,Triple-A,2026-07-10,12,51,new,NA
669289,Triple-A,2026-07-10,91,510,new,NA
680713,Triple-A,2026-07-10,14,112,new,NA
680777,Triple-A,2026-07-10,14,78,new,NA
685301,Triple-A,2026-07-10,64,456,new,NA
687152,Triple-A,2026-07-10,38,270,new,NA
687394,Triple-A,2026-09-19,104,717,reported,NA
691024,Triple-A,2026-08-22,176,907,reported,NA
700164,Triple-A,2026-09-19,106,469,reported,NA
702262,Single-A,2026-07-10,12,83,new,NA
703155,Triple-A,2026-09-01,113,853,reported,NA
703197,Triple-A,2026-08-22,170,781,reported,NA
703611,Rookie,2026-07-10,8,52,new,NA
800164,Rookie,2026-07-10,9,54,new,NA
800522,Single-A,2026-07-10,5,63,new,NA
801854,Rookie,2026-07-10,7,53,new,NA
807987,Rookie,2026-07-10,8,69,new,NA
811551,Single-A,2026-07-10,19,164,new,NA
815011,Rookie,2026-07-10,13,61,new,NA
815830,Rookie,2026-07-10,18,118,new,NA
821101,Rookie,2026-07-10,7,52,new,NA
821692,Rookie,2026-07-10,14,51,new,NA
821772,Rookie,2026-07-10,23,105,new,NA
823731,Rookie,2026-07-10,18,143,new,NA
828620,Rookie,2026-07-10,6,50,new,NA
829059,Single-A,2026-07-10,39,179,new,NA
829958,Rookie,2026-07-10,10,68,new,NA
837787,Rookie,2026-07-10,6,57,new,NA
668942,MLB,2026-07-25,30,123,new,NA
676551,MLB,2026-07-25,11,84,new,NA
682729,MLB,2026-07-25,6,74,new,NA
682988,MLB,2026-07-25,13,80,new,NA
687952,MLB,2026-09-19,117,684,reported,NA
695508,MLB,2026-07-25,13,71,new,NA
695670,MLB,2026-07-25,55,404,new,NA
695720,MLB,2026-09-01,125,562,reported,NA
702176,MLB,2026-07-25,20,84,new,NA
800325,MLB,2026-09-11,127,783,reported,NA
828599,MLB,2026-07-25,17,122,new,NA
457705,Rookie,2026-07-25,16,104,new,NA
518595,Triple-A,2026-07-25,8,67,new,NA
608701,Triple-A,2026-07-25,14,106,new,NA
624428,Triple-A,2026-07-25,11,66,new,NA
643565,Single-A,2026-07-25,21,130,new,NA
656484,Triple-A,2026-07-25,88,444,new,NA
660670,Rookie,2026-07-25,19,129,new,NA
663368,Triple-A,2026-07-25,76,601,new,NA
663662,Rookie,2026-07-25,23,139,new,NA
671284,Triple-A,2026-07-25,52,432,new,NA
672569,Rookie,2026-07-25,10,70,new,NA
673490,Rookie,2026-07-25,24,167,new,NA
676694,Triple-A,2026-07-25,60,312,new,NA
680728,Triple-A,2026-07-25,73,464,new,NA
682774,Triple-A,2026-07-25,9,50,new,NA
686912,Triple-A,2026-07-25,72,614,new,NA
689196,Triple-A,2026-09-11,126,776,reported,NA
690971,Triple-A,2026-09-11,123,733,reported,NA
691708,Rookie,2026-07-25,13,70,new,NA
692238,Triple-A,2026-09-01,156,1018,reported,NA
692564,Single-A,2026-07-25,12,59,new,NA
693850,Triple-A,2026-07-25,81,504,new,NA
694266,Single-A,2026-07-25,8,55,new,NA
694359,Rookie,2026-07-25,12,98,new,NA
694991,Rookie,2026-07-25,21,78,new,NA
695048,Triple-A,2026-07-25,28,179,new,NA
695477,Rookie,2026-07-25,8,53,new,NA
695521,Triple-A,2026-09-19,114,643,reported,NA
696160,Rookie,2026-07-25,12,75,new,NA
701546,Triple-A,2026-09-11,121,781,reported,NA
701655,Rookie,2026-07-25,9,57,new,NA
702679,Triple-A,2026-09-01,150,736,reported,NA
703448,Triple-A,2026-09-11,125,875,reported,NA
703637,Single-A,2026-07-25,31,204,new,NA
800331,Single-A,2026-07-25,11,60,new,NA
800547,Single-A,2026-07-25,6,58,new,NA
801346,Single-A,2026-07-25,17,108,new,NA
801442,Triple-A,2026-07-25,61,267,new,NA
802091,Rookie,2026-07-25,13,51,new,NA
802117,Triple-A,2026-07-25,94,571,new,NA
803630,Single-A,2026-07-25,34,259,new,NA
804614,Single-A,2026-07-25,16,128,new,NA
805801,Rookie,2026-07-25,8,59,new,NA
806146,Rookie,2026-07-25,16,142,new,NA
806210,Triple-A,2026-07-25,79,652,new,NA
806873,Rookie,2026-07-25,2,50,new,NA
806919,Rookie,2026-07-25,7,52,new,NA
807720,Triple-A,2026-07-25,22,211,new,NA
808004,Single-A,2026-07-25,37,254,new,NA
808693,Rookie,2026-07-25,9,51,new,NA
815589,Triple-A,2026-08-22,155,887,reported,NA
815895,Rookie,2026-07-25,5,58,new,NA
815925,Rookie,2026-07-25,11,61,new,NA
815927,Rookie,2026-07-25,7,53,new,NA
816207,Rookie,2026-07-25,6,52,new,NA
820968,Rookie,2026-07-25,5,51,new,NA
821199,Rookie,2026-07-25,11,88,new,NA
825725,Rookie,2026-07-25,6,51,new,NA
827474,Rookie,2026-07-25,5,56,new,NA
828173,Rookie,2026-07-25,9,50,new,NA
828685,Rookie,2026-07-25,10,56,new,NA
828903,Rookie,2026-07-25,11,64,new,NA
829252,Rookie,2026-07-25,11,67,new,NA
829698,Rookie,2026-07-25,13,76,new,NA
829734,Rookie,2026-07-25,7,63,new,NA
829748,Rookie,2026-07-25,13,82,new,NA
829750,Rookie,2026-07-25,8,54,new,NA
830046,Rookie,2026-07-25,11,58,new,NA
830964,Rookie,2026-07-25,5,58,new,NA
834311,Rookie,2026-07-25,8,57,new,NA
834605,Rookie,2026-07-25,4,65,new,NA
834843,Rookie,2026-07-25,8,91,new,NA
835269,Rookie,2026-07-25,6,52,new,NA
645305,MLB,2026-08-02,12,59,new,NA
650559,MLB,2026-08-02,24,121,new,NA
680664,MLB,2026-08-02,58,301,new,NA
683766,MLB,2026-09-11,121,599,reported,NA
687529,MLB,2026-08-02,38,285,new,NA
703601,MLB,2026-09-19,124,654,reported,NA
457705,Triple-A,2026-08-02,12,53,new,NA
571657,Triple-A,2026-08-02,73,336,new,NA
643565,Triple-A,2026-08-02,14,82,new,NA
656627,Single-A,2026-08-02,4,103,new,NA
663662,Triple-A,2026-08-02,57,346,new,NA
664728,Triple-A,2026-08-02,15,94,new,NA
672569,Triple-A,2026-08-02,59,330,new,NA
680574,Triple-A,2026-08-02,7,51,new,NA
682177,Triple-A,2026-08-02,76,489,new,NA
683357,Triple-A,2026-08-02,3,59,new,NA
683610,Triple-A,2026-09-19,111,663,reported,NA
691181,Single-A,2026-08-02,3,52,new,NA
692368,Triple-A,2026-08-02,63,269,new,NA
695573,Single-A,2026-08-02,13,72,new,NA
695596,Triple-A,2026-08-02,61,390,new,NA
700939,Triple-A,2026-08-02,25,228,new,NA
701655,Triple-A,2026-08-02,27,212,new,NA
701831,Single-A,2026-08-02,3,54,new,NA
800959,Triple-A,2026-08-02,68,414,new,NA
801928,Single-A,2026-08-02,25,169,new,NA
806245,Single-A,2026-08-02,51,464,new,NA
806956,Triple-A,2026-08-02,81,404,new,NA
807721,Single-A,2026-08-02,40,278,new,NA
808265,Triple-A,2026-09-11,138,681,reported,NA
812469,Single-A,2026-08-02,23,124,new,NA
813359,Single-A,2026-08-02,37,298,new,NA
813841,Triple-A,2026-08-02,38,190,new,NA
815074,Triple-A,2026-08-02,68,478,new,NA
815898,Single-A,2026-08-02,24,232,new,NA
821036,Single-A,2026-08-02,23,119,new,NA
821327,Single-A,2026-08-02,42,290,new,NA
821648,Single-A,2026-08-02,56,363,new,NA
821790,Single-A,2026-08-02,10,54,new,NA
822518,Single-A,2026-08-02,32,236,new,NA
823651,Single-A,2026-08-02,28,123,new,NA
827522,Single-A,2026-08-02,66,405,new,NA
828076,Single-A,2026-08-02,85,628,new,NA
828333,Single-A,2026-08-02,11,52,new,NA
829076,Single-A,2026-08-02,9,83,new,NA
829751,Single-A,2026-08-02,58,340,new,NA
829769,Single-A,2026-08-02,88,372,new,NA
829791,Single-A,2026-08-02,45,348,new,NA
831488,Single-A,2026-08-02,16,112,new,NA
832104,Single-A,2026-08-02,13,117,new,NA
842047,Single-A,2026-08-02,20,183,new,NA
678545,MLB,2026-08-08,84,439,new,NA
694197,MLB,2026-08-08,90,438,new,NA
694673,MLB,2026-08-08,84,536,new,NA
806146,MLB,2026-08-08,95,556,new,NA
681351,Triple-A,2026-08-08,61,303,new,NA
682947,Triple-A,2026-08-08,70,410,new,NA
683001,Triple-A,2026-08-08,15,118,new,NA
685087,Triple-A,2026-08-08,57,319,new,NA
690987,Single-A,2026-08-08,9,51,new,NA
690992,Triple-A,2026-08-08,7,52,new,NA
694266,Triple-A,2026-08-08,72,436,new,NA
694377,Single-A,2026-08-08,26,158,new,NA
694966,Triple-A,2026-08-08,68,550,new,NA
695763,Triple-A,2026-08-08,87,536,new,NA
699114,Triple-A,2026-09-19,104,541,reported,NA
700681,Triple-A,2026-08-08,65,392,new,NA
801489,Single-A,2026-08-08,63,433,new,NA
804558,Triple-A,2026-09-19,108,612,reported,NA
806498,Single-A,2026-08-08,30,159,new,NA
807645,Single-A,2026-08-08,27,211,new,NA
808082,Single-A,2026-08-08,48,271,new,NA
813075,Single-A,2026-08-08,46,461,new,NA
813833,Triple-A,2026-09-19,110,651,reported,NA
821073,Single-A,2026-08-08,25,186,new,NA
822406,Single-A,2026-08-08,26,149,new,NA
824424,Single-A,2026-08-08,51,362,new,NA
825484,Single-A,2026-08-08,45,310,new,NA
829162,Single-A,2026-08-08,18,226,new,NA
829773,Single-A,2026-08-08,46,382,new,NA
830736,Single-A,2026-08-08,29,322,new,NA
682927,MLB,2026-08-16,25,125,new,NA
699302,MLB,2026-08-16,80,442,new,NA
701785,MLB,2026-08-16,79,427,new,NA
703520,MLB,2026-09-19,110,601,reported,NA
680273,Single-A,2026-08-16,25,156,new,NA
681807,Triple-A,2026-08-16,11,52,new,NA
686217,Triple-A,2026-08-16,25,141,new,NA
686469,Triple-A,2026-08-16,11,58,new,NA
694196,Triple-A,2026-08-16,93,529,new,NA
694425,Triple-A,2026-08-16,79,428,new,NA
695501,Triple-A,2026-08-16,77,545,new,NA
700932,Triple-A,2026-08-16,95,586,new,NA
701331,Single-A,2026-08-16,15,124,new,NA
800522,Triple-A,2026-08-16,32,253,new,NA
800605,Single-A,2026-08-16,50,348,new,NA
800953,Single-A,2026-08-16,14,67,new,NA
804569,Single-A,2026-08-16,29,228,new,NA
805182,Single-A,2026-08-16,41,296,new,NA
806025,Single-A,2026-08-16,25,152,new,NA
806470,Single-A,2026-08-16,40,244,new,NA
807300,Single-A,2026-08-16,45,326,new,NA
821920,Single-A,2026-08-16,29,197,new,NA
822496,Single-A,2026-08-16,2,55,new,NA
824425,Single-A,2026-08-16,57,292,new,NA
827290,Single-A,2026-08-16,41,223,new,NA
827671,Single-A,2026-08-16,19,129,new,NA
828657,Single-A,2026-08-16,19,140,new,NA
834672,Single-A,2026-08-16,38,260,new,NA
835219,Single-A,2026-08-16,48,426,new,NA
839366,Single-A,2026-08-16,35,195,new,NA
661531,MLB,2026-08-22,19,109,new,NA
663662,MLB,2026-08-22,9,56,new,NA
669911,MLB,2026-08-22,10,74,new,NA
681047,MLB,2026-08-22,8,65,new,NA
683227,MLB,2026-08-22,57,288,new,NA
691182,MLB,2026-08-22,51,277,new,NA
691728,MLB,2026-08-22,29,243,new,NA
695491,MLB,2026-08-22,58,347,new,NA
801126,MLB,2026-08-22,32,222,new,NA
804668,MLB,2026-08-22,65,408,new,NA
806367,MLB,2026-08-22,76,442,new,NA
813841,MLB,2026-08-22,61,404,new,NA
596115,Triple-A,2026-08-22,25,142,new,NA
602104,Triple-A,2026-08-22,14,65,new,NA
641598,Triple-A,2026-08-22,17,118,new,NA
665561,Triple-A,2026-08-22,27,132,new,NA
666397,Triple-A,2026-08-22,49,360,new,NA
666971,Triple-A,2026-08-22,21,132,new,NA
677319,Triple-A,2026-08-22,2,55,new,NA
680996,Triple-A,2026-08-22,57,327,new,NA
691785,Triple-A,2026-08-22,11,90,new,NA
691792,Triple-A,2026-08-22,52,335,new,NA
692150,Triple-A,2026-08-22,61,294,new,NA
695481,Triple-A,2026-08-22,39,291,new,NA
701771,Triple-A,2026-08-22,56,351,new,NA
702501,Single-A,2026-08-22,11,86,new,NA
702691,Single-A,2026-08-22,40,248,new,NA
800632,Single-A,2026-08-22,15,163,new,NA
800957,Triple-A,2026-08-22,48,310,new,NA
804561,Single-A,2026-08-22,44,266,new,NA
805268,Triple-A,2026-08-22,39,190,new,NA
806131,Single-A,2026-08-22,40,249,new,NA
806197,Single-A,2026-08-22,17,73,new,NA
806264,Single-A,2026-08-22,36,231,new,NA
811287,Triple-A,2026-08-22,64,453,new,NA
813488,Single-A,2026-08-22,10,111,new,NA
814964,Single-A,2026-08-22,36,266,new,NA
816339,Single-A,2026-08-22,8,55,new,NA
821696,Single-A,2026-08-22,12,65,new,NA
822034,Single-A,2026-08-22,9,61,new,NA
822578,Triple-A,2026-08-22,65,427,new,NA
823050,Single-A,2026-08-22,28,169,new,NA
825578,Single-A,2026-08-22,16,63,new,NA
830339,Single-A,2026-08-22,30,275,new,NA
832219,Single-A,2026-08-22,17,120,new,NA
844295,Single-A,2026-08-22,38,213,new,NA
640459,MLB,2026-09-01,8,75,new,NA
669221,MLB,2026-09-01,40,256,new,NA
670231,MLB,2026-09-01,44,304,new,NA
694376,MLB,2026-09-01,60,282,new,NA
801501,MLB,2026-09-01,10,55,new,NA
805805,MLB,2026-09-01,41,260,new,NA
814430,MLB,2026-09-01,25,187,new,NA
641584,Triple-A,2026-09-01,13,79,new,NA
643396,Triple-A,2026-09-01,16,104,new,NA
663604,Triple-A,2026-09-01,56,338,new,NA
668901,Triple-A,2026-09-01,15,69,new,NA
668974,Triple-A,2026-09-01,22,161,new,NA
669236,Triple-A,2026-09-01,43,227,new,NA
669257,Triple-A,2026-09-01,12,75,new,NA
671289,Triple-A,2026-09-01,69,313,new,NA
672016,Triple-A,2026-09-01,13,131,new,NA
672820,Triple-A,2026-09-01,46,279,new,NA
678173,Triple-A,2026-09-01,60,404,new,NA
680273,Triple-A,2026-09-01,10,93,new,NA
684976,Triple-A,2026-09-01,7,50,new,NA
686960,Triple-A,2026-09-01,22,136,new,NA
687521,Triple-A,2026-09-01,11,66,new,NA
689041,Single-A,2026-09-01,16,72,new,NA
692371,Triple-A,2026-09-01,59,381,new,NA
694206,Triple-A,2026-09-01,7,56,new,NA
696286,Triple-A,2026-09-01,47,293,new,NA
701350,Triple-A,2026-09-01,10,65,new,NA
703766,Triple-A,2026-09-01,42,225,new,NA
800060,Triple-A,2026-09-01,37,323,new,NA
802469,Single-A,2026-09-01,14,83,new,NA
805207,Triple-A,2026-09-01,48,196,new,NA
807726,Triple-A,2026-09-01,11,59,new,NA
813851,Triple-A,2026-09-01,21,148,new,NA
814761,Single-A,2026-09-01,29,175,new,NA
823766,Single-A,2026-09-01,11,117,new,NA
825891,Single-A,2026-09-01,12,77,new,NA
828811,Single-A,2026-09-01,21,151,new,NA
829038,Single-A,2026-09-01,19,124,new,NA
840371,Single-A,2026-09-01,6,56,new,NA
842711,Single-A,2026-09-01,28,140,new,NA
571771,MLB,2026-09-11,13,91,new,NA
668800,MLB,2026-09-11,24,134,new,NA
677347,MLB,2026-09-11,5,52,new,NA
691002,MLB,2026-09-11,21,122,new,NA
691858,MLB,2026-09-11,7,53,new,NA
699024,MLB,2026-09-11,53,247,new,NA
699115,MLB,2026-09-11,11,51,new,NA
703155,MLB,2026-09-11,16,140,new,NA
807726,MLB,2026-09-11,33,202,new,NA
543309,Triple-A,2026-09-11,33,195,new,NA
595751,Triple-A,2026-09-11,16,86,new,NA
647378,Triple-A,2026-09-11,17,115,new,NA
669413,Triple-A,2026-09-11,31,182,new,NA
673962,Triple-A,2026-09-11,11,54,new,NA
677954,Triple-A,2026-09-11,39,177,new,NA
681546,Triple-A,2026-09-11,27,236,new,NA
683006,Triple-A,2026-09-11,18,163,new,NA
683427,Triple-A,2026-09-11,18,72,new,NA
687069,Single-A,2026-09-11,7,55,new,NA
687201,Triple-A,2026-09-11,7,50,new,NA
687930,Triple-A,2026-09-11,10,83,new,NA
690448,Single-A,2026-09-11,10,61,new,NA
692232,Triple-A,2026-09-11,11,107,new,NA
696160,Triple-A,2026-09-11,21,202,new,NA
699130,Triple-A,2026-09-11,37,132,new,NA
702302,Single-A,2026-09-11,14,97,new,NA
703680,Triple-A,2026-09-11,34,263,new,NA
801276,Triple-A,2026-09-11,39,230,new,NA
804241,Triple-A,2026-09-11,37,208,new,NA
804826,Single-A,2026-09-11,8,76,new,NA
805126,Triple-A,2026-09-11,49,199,new,NA
805127,Triple-A,2026-09-11,31,254,new,NA
805834,Triple-A,2026-09-11,17,106,new,NA
809057,Single-A,2026-09-11,9,72,new,NA
809338,Triple-A,2026-09-11,14,134,new,NA
812818,Single-A,2026-09-11,15,78,new,NA
813852,Triple-A,2026-09-11,42,198,new,NA
821156,Single-A,2026-09-11,7,58,new,NA
825159,Single-A,2026-09-11,5,55,new,NA
828808,Single-A,2026-09-11,8,92,new,NA
691181,MLB,2026-09-19,17,117,new,NA
695391,MLB,2026-09-19,13,55,new,NA
703197,MLB,2026-09-19,13,62,new,NA
800543,MLB,2026-09-19,18,124,new,NA
805346,MLB,2026-09-19,6,50,new,NA
806956,MLB,2026-09-19,12,56,new,NA
814154,MLB,2026-09-19,6,55,new,NA
609280,Triple-A,2026-09-19,18,67,new,
680994,Triple-A,2026-09-19,15,74,new,
686404,Triple-A,2026-09-19,11,67,new,
687751,Triple-A,2026-09-19,10,68,new,
694444,Triple-A,2026-09-19,12,73,new,
694728,Triple-A,2026-09-19,12,108,new,
695612,Triple-A,2026-09-19,12,60,new,
698916,Triple-A,2026-09-19,8,68,new,
701682,Triple-A,2026-09-19,11,76,new,
800406,Triple-A,2026-09-19,14,63,new,
800473,Triple-A,2026-09-19,15,78,new,
803175,Triple-A,2026-09-19,11,57,new,
815104,Triple-A,2026-09-19,10,54,new,
827636,Triple-A,2026-09-19,14,83,new,
828395,Triple-A,2026-09-19,11,89,new,
