batter,level,report_date,bip_count,pa_count,status,notes
457705,MLB,2026-04-12,38,259,new,NA
467793,MLB,2026-04-12,16,106,new,NA
500743,MLB,2026-04-12,79,336,new,NA
502671,MLB,2026-06-14,208,1211,reported,NA
514888,MLB,2026-05-09,368,1821,reported,NA
516782,MLB,2026-04-12,39,255,new,NA
518692,MLB,2026-05-01,453,2633,reported,NA
519317,MLB,2026-04-12,61,384,new,NA
521692,MLB,2026-05-09,447,2234,reported,NA
542303,MLB,2026-05-15,157,1139,reported,NA
543309,MLB,2026-04-12,89,582,new,NA
543510,MLB,2026-04-12,50,290,new,NA
543760,MLB,2026-05-09,377,1969,reported,NA
543807,MLB,2026-06-02,343,1896,reported,NA
543877,MLB,2026-07-25,117,637,reported,NA
545121,MLB,2026-05-09,375,1569,reported,NA
545361,MLB,2026-05-15,323,2546,reported,NA
547180,MLB,2026-05-09,413,2624,reported,NA
553993,MLB,2026-06-14,253,1935,reported,NA
571448,MLB,2026-05-15,395,2282,reported,NA
571970,MLB,2026-05-15,326,2165,reported,NA
572233,MLB,2026-05-09,407,2366,reported,NA
573262,MLB,2026-06-14,213,1376,reported,NA
575929,MLB,2026-05-25,301,1981,reported,NA
592206,MLB,2026-04-12,65,384,new,NA
592450,MLB,2026-05-15,153,1234,reported,NA
592518,MLB,2026-05-09,437,2571,reported,NA
592626,MLB,2026-06-02,274,1720,reported,NA
592663,MLB,2026-06-14,289,1679,reported,NA
592885,MLB,2026-06-14,298,1994,reported,NA
593428,MLB,2026-05-09,403,2278,reported,NA
593871,MLB,2026-04-12,72,425,new,NA
595879,MLB,2026-08-22,121,538,reported,NA
595978,MLB,2026-04-12,94,514,new,NA
596019,MLB,2026-07-10,299,1839,reported,NA
596103,MLB,2026-04-12,22,135,new,NA
596115,MLB,2026-05-09,150,878,reported,NA
596142,MLB,2026-08-22,110,783,reported,NA
600869,MLB,2026-04-12,10,83,new,NA
602104,MLB,2026-04-12,33,194,new,NA
605137,MLB,2026-05-09,431,2396,reported,NA
605141,MLB,2026-06-14,399,1834,reported,NA
605170,MLB,2026-06-14,210,1188,reported,NA
606192,MLB,2026-05-15,291,1830,reported,NA
606466,MLB,2026-05-09,445,2126,reported,NA
607043,MLB,2026-05-01,432,2482,reported,NA
607208,MLB,2026-05-09,478,2527,reported,NA
608070,MLB,2026-05-01,379,2076,reported,NA
608324,MLB,2026-05-01,504,2742,reported,NA
608348,MLB,2026-06-14,275,1479,reported,NA
608369,MLB,2026-05-15,257,1468,reported,NA
608701,MLB,2026-04-12,19,159,new,NA
609280,MLB,2026-05-25,185,878,reported,NA
620443,MLB,2026-07-10,123,718,reported,NA
621020,MLB,2026-05-09,302,1770,reported,NA
621043,MLB,2026-04-12,97,587,new,NA
621438,MLB,2026-09-01,114,531,reported,NA
621439,MLB,2026-05-09,252,1406,reported,NA
621493,MLB,2026-05-09,352,2442,reported,NA
621566,MLB,2026-05-09,438,2837,reported,NA
622761,MLB,2026-04-12,91,542,new,NA
623168,MLB,2026-04-12,40,198,new,NA
624413,MLB,2026-05-09,422,2788,reported,NA
624424,MLB,2026-08-16,153,1048,reported,NA
624428,MLB,2026-04-12,41,257,new,NA
624512,MLB,2026-04-12,10,51,new,NA
624585,MLB,2026-05-25,202,1443,reported,NA
624641,MLB,2026-04-12,70,382,new,NA
630105,MLB,2026-07-25,242,1505,reported,NA
641343,MLB,2026-05-25,310,2293,reported,NA
641355,MLB,2026-05-09,401,2025,reported,NA
641487,MLB,2026-05-15,297,1946,reported,NA
641584,MLB,2026-04-12,37,259,new,NA
641598,MLB,2026-04-12,50,414,new,NA
641680,MLB,2026-07-25,231,1183,reported,NA
641857,MLB,2026-06-14,210,1357,reported,NA
641933,MLB,2026-08-08,132,869,reported,NA
642086,MLB,2026-06-14,170,836,reported,NA
642201,MLB,2026-09-11,105,562,reported,NA
642708,MLB,2026-04-12,98,485,new,NA
642715,MLB,2026-05-09,325,1968,reported,NA
643217,MLB,2026-05-25,277,1537,reported,NA
643289,MLB,2026-05-09,469,2149,reported,NA
643376,MLB,2026-09-11,118,728,reported,NA
643446,MLB,2026-05-09,400,1686,reported,NA
645277,MLB,2026-05-01,492,2393,reported,NA
645302,MLB,2026-04-12,71,320,new,NA
646240,MLB,2026-05-09,398,2598,reported,NA
647304,MLB,2026-05-09,475,1965,reported,NA
650333,MLB,2026-04-26,572,2401,reported,NA
650402,MLB,2026-06-14,267,1663,reported,NA
650489,MLB,2026-06-02,288,1833,reported,NA
650490,MLB,2026-05-01,500,2471,reported,NA
650859,MLB,2026-05-15,258,1330,reported,NA
655316,MLB,2026-07-25,214,1239,reported,NA
656305,MLB,2026-05-09,229,1424,reported,NA
656484,MLB,2026-04-12,81,504,new,NA
656537,MLB,2026-04-12,54,475,new,NA
656555,MLB,2026-06-20,141,1174,reported,NA
656716,MLB,2026-06-14,295,1554,reported,NA
656775,MLB,2026-05-15,324,1823,reported,NA
656811,MLB,2026-05-09,286,1581,reported,NA
656941,MLB,2026-05-15,348,2882,reported,NA
657041,MLB,2026-06-20,221,1413,reported,NA
657136,MLB,2026-04-12,83,480,new,NA
657656,MLB,2026-05-25,119,847,reported,NA
657757,MLB,2026-05-25,254,1647,reported,NA
660162,MLB,2026-04-12,59,496,new,NA
660271,MLB,2026-05-15,354,2245,reported,NA
660670,MLB,2026-05-25,291,1795,reported,NA
660688,MLB,2026-07-10,156,597,reported,NA
660821,MLB,2026-05-25,156,825,reported,NA
660844,MLB,2026-04-12,59,471,new,NA
661388,MLB,2026-05-01,465,2210,reported,NA
662139,MLB,2026-05-09,372,1965,reported,NA
663368,MLB,2026-04-12,36,257,new,NA
663538,MLB,2026-04-26,556,2334,reported,NA
663586,MLB,2026-05-09,356,2450,reported,NA
663604,MLB,2026-04-12,51,374,new,NA
663616,MLB,2026-06-02,293,1610,reported,NA
663624,MLB,2026-04-12,12,54,new,NA
663647,MLB,2026-04-12,94,472,new,NA
663656,MLB,2026-05-09,419,2391,reported,NA
663697,MLB,2026-04-12,27,194,new,NA
663698,MLB,2026-04-12,48,309,new,NA
663728,MLB,2026-05-15,275,2168,reported,NA
663743,MLB,2026-07-02,140,588,reported,NA
663757,MLB,2026-05-09,331,1952,reported,NA
663837,MLB,2026-05-25,203,986,reported,NA
663886,MLB,2026-07-02,235,1614,reported,NA
663968,MLB,2026-06-14,334,1640,reported,NA
663993,MLB,2026-06-14,269,1634,reported,NA
664023,MLB,2026-05-25,340,2629,reported,NA
664040,MLB,2026-05-09,385,2521,reported,NA
664056,MLB,2026-04-12,61,334,new,NA
664702,MLB,2026-07-25,201,1003,reported,NA
664728,MLB,2026-06-14,180,928,reported,NA
664761,MLB,2026-05-15,447,2164,reported,NA
664770,MLB,2026-06-20,322,1606,reported,NA
664954,MLB,2026-04-12,72,372,new,NA
664983,MLB,2026-06-02,416,1763,reported,NA
665019,MLB,2026-06-02,374,2103,reported,NA
665052,MLB,2026-08-16,169,1129,reported,NA
665161,MLB,2026-06-14,308,1650,reported,NA
665487,MLB,2026-05-09,484,2468,reported,NA
665489,MLB,2026-05-01,450,2133,reported,NA
665561,MLB,2026-04-12,34,179,new,NA
665742,MLB,2026-05-25,312,1807,reported,NA
665750,MLB,2026-06-02,296,1805,reported,NA
665804,MLB,2026-04-12,81,609,new,NA
665833,MLB,2026-05-09,217,1680,reported,NA
665862,MLB,2026-05-15,312,2134,reported,NA
665926,MLB,2026-05-15,353,1778,reported,NA
665966,MLB,2026-08-22,110,773,reported,NA
666018,MLB,2026-05-09,417,2582,reported,NA
666023,MLB,2026-08-22,118,690,reported,NA
666126,MLB,2026-05-25,255,1356,reported,NA
666139,MLB,2026-07-10,181,1269,reported,NA
666152,MLB,2026-06-14,230,1347,reported,NA
666160,MLB,2026-05-25,284,1478,reported,NA
666176,MLB,2026-05-01,428,2472,reported,NA
666181,MLB,2026-04-12,39,342,new,NA
666182,MLB,2026-05-01,494,2484,reported,NA
666310,MLB,2026-04-12,46,303,new,NA
666397,MLB,2026-06-14,156,1070,reported,NA
666464,MLB,2026-04-12,16,88,new,NA
666969,MLB,2026-05-09,150,1082,reported,NA
667472,MLB,2026-08-16,177,1150,reported,NA
667670,MLB,2026-06-02,117,736,reported,NA
668227,MLB,2026-05-09,416,2608,reported,NA
668715,MLB,2026-05-15,256,1508,reported,NA
668723,MLB,2026-08-22,104,674,reported,NA
668804,MLB,2026-05-15,424,2643,reported,NA
668885,MLB,2026-05-25,210,1251,reported,NA
668901,MLB,2026-05-25,167,866,reported,NA
668904,MLB,2026-06-20,322,1875,reported,NA
668930,MLB,2026-05-15,399,2774,reported,NA
668939,MLB,2026-05-25,264,1531,reported,NA
669003,MLB,2026-06-14,282,2031,reported,NA
669016,MLB,2026-05-09,378,2042,reported,NA
669127,MLB,2026-05-09,297,1649,reported,NA
669134,MLB,2026-09-11,135,875,reported,NA
669224,MLB,2026-07-02,208,1410,reported,NA
669236,MLB,2026-05-25,136,633,reported,NA
669257,MLB,2026-05-15,172,1030,reported,NA
669357,MLB,2026-05-15,168,1210,reported,NA
669364,MLB,2026-05-01,444,2321,reported,NA
669394,MLB,2026-05-09,374,2235,reported,NA
669477,MLB,2026-05-15,307,1437,reported,NA
669701,MLB,2026-09-19,105,700,reported,NA
669707,MLB,2026-07-02,193,1100,reported,NA
669720,MLB,2026-04-12,27,182,new,NA
669743,MLB,2026-04-12,75,461,new,NA
670042,MLB,2026-06-14,161,1034,reported,NA
670242,MLB,2026-04-12,67,541,new,NA
670541,MLB,2026-05-01,429,2620,reported,NA
670623,MLB,2026-05-09,457,2778,reported,NA
670764,MLB,2026-06-14,255,1543,reported,NA
670770,MLB,2026-05-09,138,773,reported,NA
671056,MLB,2026-05-09,458,2777,reported,NA
671218,MLB,2026-05-15,259,1585,reported,NA
671277,MLB,2026-05-15,398,1880,reported,NA
671289,MLB,2026-06-14,187,862,reported,NA
671732,MLB,2026-06-14,305,2096,reported,NA
671739,MLB,2026-05-09,453,2094,reported,NA
671976,MLB,2026-06-02,309,1543,reported,NA
672016,MLB,2026-04-12,30,220,new,NA
672275,MLB,2026-07-25,163,959,reported,NA
672356,MLB,2026-04-12,60,454,new,NA
672386,MLB,2026-08-02,223,1110,reported,NA
672515,MLB,2026-06-14,379,2282,reported,NA
672580,MLB,2026-05-09,213,1069,reported,NA
672640,MLB,2026-05-09,528,2424,reported,NA
672695,MLB,2026-05-09,471,2750,reported,NA
672724,MLB,2026-06-02,203,1205,reported,NA
672820,MLB,2026-04-12,51,280,new,NA
672960,MLB,2026-05-15,371,2568,reported,NA
673237,MLB,2026-07-10,233,947,reported,NA
673357,MLB,2026-08-16,139,820,reported,NA
673962,MLB,2026-05-09,311,1562,reported,NA
676356,MLB,2026-07-10,220,1029,reported,NA
676391,MLB,2026-04-26,506,1809,reported,NA
676439,MLB,2026-04-12,78,547,new,NA
676475,MLB,2026-05-01,472,2399,reported,NA
676609,MLB,2026-05-09,275,1618,reported,NA
676694,MLB,2026-04-12,97,477,new,NA
676724,MLB,2026-07-10,239,1292,reported,NA
676914,MLB,2026-04-12,39,307,new,NA
677587,MLB,2026-05-09,442,2187,reported,NA
677588,MLB,2026-07-25,138,925,reported,NA
677592,MLB,2026-04-12,41,263,new,NA
677594,MLB,2026-05-09,435,2341,reported,NA
677649,MLB,2026-06-02,369,2146,reported,NA
677800,MLB,2026-05-09,448,2670,reported,NA
677942,MLB,2026-06-14,174,962,reported,NA
677950,MLB,2026-04-12,59,287,new,NA
677951,MLB,2026-05-01,430,2269,reported,NA
678009,MLB,2026-04-12,26,163,new,NA
678218,MLB,2026-08-22,113,752,reported,NA
678246,MLB,2026-05-09,453,2687,reported,NA
678391,MLB,2026-07-02,213,1062,reported,NA
678489,MLB,2026-04-12,40,297,new,NA
678554,MLB,2026-06-14,204,1308,reported,NA
678662,MLB,2026-05-25,309,1714,reported,NA
678882,MLB,2026-05-25,412,2023,reported,NA
679529,MLB,2026-05-25,329,2478,reported,NA
680574,MLB,2026-05-09,276,1831,reported,NA
680700,MLB,2026-06-14,251,1360,reported,NA
680718,MLB,2026-04-12,14,94,new,NA
680728,MLB,2026-04-12,88,580,new,NA
680757,MLB,2026-05-01,453,2452,reported,NA
680776,MLB,2026-05-15,372,2125,reported,NA
680777,MLB,2026-07-25,231,1394,reported,NA
680779,MLB,2026-08-16,110,658,reported,NA
680977,MLB,2026-08-22,110,577,reported,NA
681082,MLB,2026-05-15,421,2398,reported,NA
681198,MLB,2026-05-09,444,2312,reported,NA
681297,MLB,2026-06-20,207,1541,reported,NA
681351,MLB,2026-06-14,155,834,reported,NA
681393,MLB,2026-06-02,189,1254,reported,NA
681481,MLB,2026-07-02,147,954,reported,NA
681546,MLB,2026-04-12,54,452,new,NA
681624,MLB,2026-05-09,391,2230,reported,NA
681715,MLB,2026-07-10,259,1749,reported,NA
681807,MLB,2026-04-12,85,629,new,NA
682177,MLB,2026-06-14,162,1056,reported,NA
682622,MLB,2026-04-12,95,569,new,NA
682626,MLB,2026-06-20,230,1644,reported,NA
682657,MLB,2026-05-15,256,1309,reported,NA
682663,MLB,2026-09-01,133,809,reported,NA
682668,MLB,2026-04-12,50,232,new,NA
682829,MLB,2026-05-09,369,2500,reported,NA
682877,MLB,2026-04-12,64,376,new,NA
682928,MLB,2026-05-09,410,2424,reported,NA
682985,MLB,2026-05-15,341,2335,reported,NA
682998,MLB,2026-05-15,416,2535,reported,NA
683002,MLB,2026-05-09,459,2709,reported,NA
683083,MLB,2026-05-15,308,1782,reported,NA
683146,MLB,2026-05-25,269,1704,reported,NA
683357,MLB,2026-06-20,149,1186,reported,NA
683737,MLB,2026-05-09,422,2699,reported,NA
686217,MLB,2026-05-09,267,1283,reported,NA
686452,MLB,2026-04-12,54,350,new,NA
686469,MLB,2026-05-09,327,1797,reported,NA
686527,MLB,2026-06-14,332,1809,reported,NA
686555,MLB,2026-06-02,316,1988,reported,NA
686668,MLB,2026-04-12,81,471,new,NA
686780,MLB,2026-04-12,79,503,new,NA
686797,MLB,2026-05-09,463,2264,reported,NA
686894,MLB,2026-04-12,24,202,new,NA
686948,MLB,2026-05-01,391,2247,reported,NA
687231,MLB,2026-04-12,70,366,new,NA
687263,MLB,2026-05-09,389,2695,reported,NA
687363,MLB,2026-06-02,107,587,reported,NA
687401,MLB,2026-06-14,250,1351,reported,NA
687462,MLB,2026-05-15,295,1652,reported,NA
687597,MLB,2026-04-12,62,425,new,NA
687637,MLB,2026-08-02,199,1332,reported,NA
687859,MLB,2026-05-25,282,1425,reported,NA
688363,MLB,2026-04-12,55,341,new,NA
689414,MLB,2026-05-09,401,1912,reported,NA
690976,MLB,2026-07-02,129,925,reported,NA
690993,MLB,2026-06-02,276,1494,reported,NA
691016,MLB,2026-05-09,296,1676,reported,NA
691023,MLB,2026-05-15,410,2261,reported,NA
691026,MLB,2026-05-09,350,2034,reported,NA
691406,MLB,2026-05-09,467,2644,reported,NA
691594,MLB,2026-06-14,350,1403,reported,NA
691718,MLB,2026-05-09,425,2782,reported,NA
691720,MLB,2026-05-25,262,1631,reported,NA
691723,MLB,2026-06-14,246,1649,reported,NA
691777,MLB,2026-08-22,143,912,reported,NA
691781,MLB,2026-05-15,199,1116,reported,NA
691783,MLB,2026-04-12,69,443,new,NA
691785,MLB,2026-05-25,152,793,reported,NA
692216,MLB,2026-04-12,14,108,new,NA
693304,MLB,2026-05-09,425,2101,reported,NA
693307,MLB,2026-05-15,395,2227,reported,NA
694208,MLB,2026-06-14,214,1222,reported,NA
694212,MLB,2026-06-02,240,1351,reported,NA
694374,MLB,2026-08-08,198,1151,reported,NA
694377,MLB,2026-04-12,55,342,new,NA
694384,MLB,2026-05-09,340,1678,reported,NA
694388,MLB,2026-04-12,66,452,new,NA
694497,MLB,2026-05-15,275,1774,reported,NA
694671,MLB,2026-07-02,277,1681,reported,NA
694728,MLB,2026-06-14,131,864,reported,NA
695336,MLB,2026-04-12,71,409,new,NA
695506,MLB,2026-06-02,328,1804,reported,NA
695578,MLB,2026-05-15,321,2516,reported,NA
695600,MLB,2026-05-25,348,2392,reported,NA
695657,MLB,2026-05-15,329,2364,reported,NA
695734,MLB,2026-05-01,460,2322,reported,NA
696100,MLB,2026-05-25,324,2053,reported,NA
696285,MLB,2026-05-09,297,1534,reported,NA
699912,MLB,2026-05-25,138,743,reported,NA
700246,MLB,2026-04-12,15,92,new,NA
700250,MLB,2026-05-25,398,2575,reported,NA
700337,MLB,2026-08-02,116,657,reported,NA
700932,MLB,2026-06-02,200,1460,reported,NA
701350,MLB,2026-09-19,113,785,reported,NA
701358,MLB,2026-05-15,354,2217,reported,NA
701398,MLB,2026-05-09,458,2644,reported,NA
701538,MLB,2026-05-09,444,2485,reported,NA
701675,MLB,2026-05-25,328,1620,reported,NA
701762,MLB,2026-05-25,211,1864,reported,NA
701807,MLB,2026-05-15,432,2540,reported,NA
702222,MLB,2026-05-25,296,1471,reported,NA
702284,MLB,2026-05-09,455,2310,reported,NA
702332,MLB,2026-05-09,396,1970,reported,NA
800050,MLB,2026-05-09,398,2056,reported,NA
802139,MLB,2026-05-09,412,2337,reported,NA
802415,MLB,2026-05-01,522,1905,reported,NA
804606,MLB,2026-05-15,208,1213,reported,NA
805249,MLB,2026-04-12,6,64,new,NA
805300,MLB,2026-05-09,382,2291,reported,NA
805367,MLB,2026-05-09,420,2578,reported,NA
805779,MLB,2026-05-01,251,1007,reported,NA
805808,MLB,2026-05-01,492,2733,reported,NA
807712,MLB,2026-05-01,431,2221,reported,NA
807713,MLB,2026-04-12,99,583,new,NA
807799,MLB,2026-07-02,202,953,reported,NA
808959,MLB,2026-05-25,241,2308,reported,NA
808975,MLB,2026-04-12,84,505,new,NA
808982,MLB,2026-05-09,475,2078,reported,NA
810938,MLB,2026-06-14,185,991,reported,NA
502054,Single-A,2026-04-12,8,59,new,NA
506702,Triple-A,2026-04-12,37,346,new,NA
542194,Triple-A,2026-07-02,118,546,reported,NA
542208,Triple-A,2026-05-25,152,891,reported,NA
553869,Triple-A,2026-04-12,16,83,new,NA
570560,Triple-A,2026-06-14,293,1857,reported,NA
592273,Triple-A,2026-04-12,89,631,new,NA
592325,Triple-A,2026-07-10,101,813,reported,NA
596117,Triple-A,2026-04-12,21,128,new,NA
605244,Triple-A,2026-04-12,66,439,new,NA
605353,Triple-A,2026-05-25,330,1735,reported,NA
606115,Triple-A,2026-05-15,231,1120,reported,NA
606992,Triple-A,2026-04-12,35,237,new,NA
608841,Triple-A,2026-05-15,407,1860,reported,NA
621006,Triple-A,2026-04-12,99,653,new,NA
621028,Triple-A,2026-07-02,112,607,reported,NA
621035,Triple-A,2026-04-12,68,496,new,NA
621512,Triple-A,2026-04-12,59,311,new,NA
621550,Triple-A,2026-07-25,174,1132,reported,NA
622268,Triple-A,2026-05-25,108,613,reported,NA
622569,Triple-A,2026-05-25,317,1691,reported,NA
624414,Triple-A,2026-06-02,169,788,reported,NA
624415,Triple-A,2026-06-14,309,2206,reported,NA
624513,Triple-A,2026-04-12,43,371,new,NA
624523,Triple-A,2026-08-02,150,1282,reported,NA
640458,Triple-A,2026-04-12,43,288,new,NA
640492,Triple-A,2026-06-14,277,1279,reported,NA
640902,Triple-A,2026-07-25,120,570,reported,NA
641511,Triple-A,2026-07-02,146,816,reported,NA
641658,Triple-A,2026-06-14,175,911,reported,NA
641820,Triple-A,2026-06-14,116,766,reported,NA
642133,Triple-A,2026-05-25,256,1543,reported,NA
642136,Triple-A,2026-04-12,62,321,new,NA
642180,Triple-A,2026-04-12,36,186,new,NA
642215,Triple-A,2026-04-12,18,160,new,NA
642350,Triple-A,2026-04-12,76,477,new,NA
642727,Triple-A,2026-04-12,60,491,new,NA
644433,Triple-A,2026-04-12,38,204,new,NA
645305,Triple-A,2026-04-12,65,369,new,NA
645444,Triple-A,2026-04-12,72,427,new,NA
647351,Triple-A,2026-06-02,317,1893,reported,NA
650391,Triple-A,2026-04-12,78,372,new,NA
650559,Triple-A,2026-05-15,221,1323,reported,NA
656180,Triple-A,2026-08-16,153,1011,reported,NA
656308,Triple-A,2026-06-14,313,1661,reported,NA
656413,Triple-A,2026-07-25,187,1013,reported,NA
656577,Triple-A,2026-04-12,38,204,new,NA
656582,Triple-A,2026-07-25,225,1318,reported,NA
657557,Triple-A,2026-04-12,41,338,new,NA
660644,Triple-A,2026-08-08,153,920,reported,NA
660710,Triple-A,2026-09-11,100,599,reported,NA
661531,Triple-A,2026-07-02,129,906,reported,NA
661733,Triple-A,2026-09-11,112,726,reported,NA
663494,Triple-A,2026-05-25,101,634,reported,NA
663584,Triple-A,2026-04-12,78,508,new,NA
663609,Triple-A,2026-06-14,118,861,reported,NA
663611,Triple-A,2026-05-25,261,1205,reported,NA
663731,Triple-A,2026-04-12,34,256,new,NA
663897,Triple-A,2026-06-20,176,1099,reported,NA
663967,Triple-A,2026-09-11,104,647,reported,NA
664731,Triple-A,2026-08-08,169,817,reported,NA
664774,Triple-A,2026-04-12,97,766,new,NA
664874,Triple-A,2026-04-12,67,533,new,NA
664913,Triple-A,2026-06-14,105,777,reported,NA
665506,Triple-A,2026-05-25,209,1332,reported,NA
665828,Triple-A,2026-05-25,326,1761,reported,NA
665846,Triple-A,2026-04-12,53,310,new,NA
665856,Triple-A,2026-04-12,84,593,new,NA
665861,Triple-A,2026-04-12,71,299,new,NA
665953,Triple-A,2026-04-12,96,520,new,NA
666134,Triple-A,2026-05-25,297,2032,reported,NA
666158,Triple-A,2026-04-12,50,410,new,NA
666163,Triple-A,2026-04-12,82,521,new,NA
666165,Triple-A,2026-06-14,185,1149,reported,NA
666194,Triple-A,2026-07-25,149,996,reported,NA
666198,Triple-A,2026-05-25,285,1610,reported,NA
666211,Triple-A,2026-04-12,13,122,new,NA
667452,Triple-A,2026-06-02,268,1471,reported,NA
667690,Triple-A,2026-04-12,75,622,new,NA
667803,Triple-A,2026-06-02,248,1580,reported,NA
668709,Triple-A,2026-04-12,58,385,new,NA
668721,Triple-A,2026-04-12,90,559,new,NA
668800,Triple-A,2026-07-10,146,769,reported,NA
668845,Triple-A,2026-05-15,234,1313,reported,NA
668942,Triple-A,2026-05-25,154,771,reported,NA
668952,Triple-A,2026-04-12,52,428,new,NA
668965,Triple-A,2026-04-12,45,326,new,NA
669004,Triple-A,2026-08-22,166,1186,reported,NA
669087,Triple-A,2026-04-12,49,336,new,NA
669200,Triple-A,2026-05-15,377,2118,reported,NA
669208,Triple-A,2026-05-15,401,2228,reported,NA
669222,Triple-A,2026-04-12,53,292,new,NA
669234,Triple-A,2026-06-02,119,952,reported,NA
669256,Triple-A,2026-05-25,376,1686,reported,NA
669261,Triple-A,2026-05-25,340,2170,reported,NA
669288,Triple-A,2026-04-12,35,208,new,NA
669304,Triple-A,2026-04-12,65,340,new,NA
669360,Triple-A,2026-07-10,256,1388,reported,NA
669384,Triple-A,2026-05-09,316,1594,reported,NA
669386,Triple-A,2026-06-14,270,1912,reported,NA
669392,Triple-A,2026-05-15,163,1034,reported,NA
669398,Triple-A,2026-06-14,279,1787,reported,NA
669439,Triple-A,2026-06-02,256,1905,reported,NA
669699,Triple-A,2026-04-12,31,174,new,NA
669717,Triple-A,2026-04-12,13,82,new,NA
669722,Triple-A,2026-06-14,205,1443,reported,NA
669899,Triple-A,2026-05-15,305,1726,reported,NA
669911,Triple-A,2026-05-25,231,1629,reported,NA
670032,Triple-A,2026-04-12,36,152,new,NA
670097,Triple-A,2026-04-12,76,531,new,NA
670148,Triple-A,2026-04-12,59,430,new,NA
670224,Triple-A,2026-05-25,230,1794,reported,NA
670231,Triple-A,2026-05-25,206,1370,reported,NA
670232,Triple-A,2026-09-19,109,528,reported,NA
670276,Triple-A,2026-08-22,144,1171,reported,NA
670351,Triple-A,2026-04-12,29,147,new,NA
671083,Triple-A,2026-05-25,178,951,reported,NA
671117,Triple-A,2026-04-12,49,266,new,NA
671221,Triple-A,2026-06-02,284,1610,reported,NA
671286,Triple-A,2026-06-14,267,1705,reported,NA
671655,Triple-A,2026-07-02,193,1154,reported,NA
672012,Triple-A,2026-07-02,248,1715,reported,NA
672279,Triple-A,2026-09-19,114,783,reported,NA
672284,Triple-A,2026-07-10,192,1155,reported,NA
672463,Triple-A,2026-06-14,115,726,reported,NA
672613,Triple-A,2026-08-16,136,671,reported,NA
672761,Triple-A,2026-04-12,25,140,new,NA
673995,Triple-A,2026-05-25,164,1004,reported,NA
675085,Triple-A,2026-05-15,378,2570,reported,NA
675394,Triple-A,2026-08-16,153,1051,reported,NA
675455,Triple-A,2026-06-14,252,1844,reported,NA
675659,Triple-A,2026-09-01,101,824,reported,NA
675961,Triple-A,2026-04-12,90,470,new,NA
676070,Triple-A,2026-06-02,171,1184,reported,NA
676116,Triple-A,2026-08-02,158,1381,reported,NA
676203,Triple-A,2026-06-14,329,1534,reported,NA
676369,Triple-A,2026-04-12,69,454,new,NA
676463,Triple-A,2026-04-12,47,353,new,NA
676466,Triple-A,2026-06-02,276,1653,reported,NA
676480,Triple-A,2026-06-02,273,1864,reported,NA
676551,Triple-A,2026-05-25,254,1451,reported,NA
676572,Triple-A,2026-09-19,110,695,reported,NA
676632,Triple-A,2026-06-14,203,1384,reported,NA
676801,Triple-A,2026-06-14,260,1496,reported,NA
677060,Triple-A,2026-07-02,211,1420,reported,NA
677565,Triple-A,2026-05-25,262,1971,reported,NA
677578,Triple-A,2026-06-02,392,1858,reported,NA
677595,Triple-A,2026-08-08,202,1004,reported,NA
677943,Triple-A,2026-06-14,158,819,reported,NA
677956,Triple-A,2026-08-16,132,777,reported,NA
678010,Triple-A,2026-06-20,114,758,reported,NA
678225,Triple-A,2026-05-25,233,1455,reported,NA
678545,Triple-A,2026-05-25,231,1103,reported,NA
678577,Triple-A,2026-06-02,172,1341,reported,NA
678760,Triple-A,2026-05-25,259,1371,reported,NA
678877,Triple-A,2026-04-12,58,373,new,NA
678894,Triple-A,2026-05-25,212,1428,reported,NA
679822,Triple-A,2026-04-12,82,510,new,NA
679845,Triple-A,2026-04-12,27,112,new,NA
680474,Triple-A,2026-09-11,141,762,reported,NA
680577,Triple-A,2026-05-25,253,1441,reported,NA
680636,Triple-A,2026-06-02,295,1673,reported,NA
680664,Triple-A,2026-05-25,206,1204,reported,NA
680695,Triple-A,2026-05-25,126,777,reported,NA
680716,Triple-A,2026-06-14,228,1335,reported,NA
680737,Triple-A,2026-04-12,79,529,new,NA
680769,Triple-A,2026-05-25,201,1421,reported,NA
680837,Triple-A,2026-05-01,435,2128,reported,NA
680862,Triple-A,2026-06-14,218,1321,reported,NA
680869,Triple-A,2026-04-12,26,157,new,NA
680890,Triple-A,2026-04-12,79,573,new,NA
680911,Triple-A,2026-06-20,330,1484,reported,NA
681047,Triple-A,2026-05-25,248,1716,reported,NA
681080,Triple-A,2026-04-12,90,472,new,NA
681123,Triple-A,2026-06-14,212,1200,reported,NA
681146,Triple-A,2026-05-25,351,2350,reported,NA
681230,Triple-A,2026-05-15,333,2255,reported,NA
681333,Triple-A,2026-07-02,184,1060,reported,NA
681371,Triple-A,2026-04-12,92,816,new,NA
681433,Triple-A,2026-04-12,91,714,new,NA
681508,Triple-A,2026-07-25,127,740,reported,NA
681526,Triple-A,2026-06-14,215,1096,reported,NA
681909,Triple-A,2026-06-14,195,1177,reported,NA
681962,Triple-A,2026-06-02,297,1771,reported,NA
681987,Triple-A,2026-05-25,215,1295,reported,NA
682183,Triple-A,2026-06-02,264,1717,reported,NA
682634,Triple-A,2026-06-20,179,1268,reported,NA
682674,Triple-A,2026-05-25,130,711,reported,NA
682679,Triple-A,2026-07-10,177,1000,reported,NA
682729,Triple-A,2026-07-02,117,748,reported,NA
682796,Single-A,2026-04-12,17,89,new,NA
682818,Triple-A,2026-08-16,188,1192,reported,NA
