"","player_name","pitch_name","Pitches","BIP","Swing%","Strike%","Zone%","Chase%","CS%","Foul%","Whiff%","IZ Whiff","OZ Whiff","GB%","HH%"
"155","Hernandez, Jose","Overall",516,89,49.6,68.2,44,33.6,19.6,37.1,27.7,18.9,42.3,36,34.8
"156","Hernández, Carlos","Overall",635,85,51.5,61.4,42.5,32.6,11.5,43.7,30.2,23,42.9,31.8,41.2
"157","Hicks, Jordan","Overall",417,62,43.9,58.5,37.6,30.4,15.8,36.1,29.5,17.3,45.6,50,43.5
"158","Hill, Rich","Overall",2003,380,46.8,65.2,44.5,29.9,19.7,40.9,18.2,11.4,30.7,35.8,42.6
"159","Hill, Tim","Overall",384,85,50.5,63.8,43.8,28.7,14.1,39.7,16.5,11.4,27.4,58.8,51.8
"160","Hoeing, Bryan","Overall",424,89,43.4,60.6,36.6,30.5,18.4,31.5,19.6,11.8,29.3,38.2,39.3
"161","Holderman, Colin","Overall",444,74,51.6,62.4,40.8,33.5,11.5,45.9,21.8,14.9,33,54.1,45.9
"162","Holmes, Clay","Overall",438,75,44.1,62.3,42.7,27.1,19.4,37.3,23.8,16,38.2,74.7,45.3
"163","Holton, Tyler","Overall",762,146,49.2,65.1,42.1,33.8,16.9,33.1,27.5,19.2,40.3,40.4,40.4
"164","Honeywell, Brent","Overall",433,76,41.3,56.8,39,24.2,15.9,37.4,20.1,13.9,31.2,55.3,50
"165","Houck, Tanner","Overall",935,160,46.5,60.7,38.3,30.3,15,35.2,28,16.2,45.7,48.8,49.4
"166","Houser, Adrian","Overall",876,150,42.1,59.1,38.9,23.9,17.9,39.8,19.2,13.6,29.7,39.3,48
"167","Hudson, Dakota","Overall",645,136,44.2,59.4,40.3,26,16,33.3,18.9,9.7,36,52.9,50
"168","Iglesias, Raisel","Overall",448,83,50.7,64.5,35,37.8,15,31.7,31.3,22.2,40.9,44.6,37.3
"169","Irvin, Cole","Overall",1030,189,51.5,66.9,43.5,35.4,16.7,43,20.9,15.1,30.1,34.9,37
"170","Irvin, Jake","Overall",1160,205,46.3,62.8,41.9,30.7,17.2,44.7,16.7,11.8,24.6,42,38
"171","Jackson, Andre","Overall",434,83,48.4,62,43.3,31.7,15.4,36.7,23.3,15.9,35.9,41,41
"172","Jameson, Drey","Overall",305,61,46.2,62.6,43,30.5,16.7,34,22.7,11.4,41.5,50.8,52.5
"173","Jansen, Kenley","Overall",345,56,49.9,65.5,45.5,35.6,18,41.3,25.6,20,34.3,32.1,39.3
"174","Javier, Cristian","Overall",1634,280,46.1,60.4,40.5,31.7,15.7,40.7,21.9,16.4,29.9,30,33.6
"175","Jax, Griffin","Overall",478,71,48.5,68.8,47.9,37.8,21.3,39.2,29.3,20.3,42.6,53.5,32.4
"176","Jiménez, Joe","Overall",416,65,50.2,64.4,43.5,34,15.6,36.4,32.1,22.5,47.5,23.1,50.8
"177","Johnson, Pierce","Overall",502,60,44.4,62.4,37.6,32.3,19.1,36.8,35.9,18.9,56.4,35,48.3
"178","Junis, Jakob","Overall",466,85,44.8,63.9,39.3,30,19.7,37.3,22,10.5,38.8,43.5,37.6
"179","Kahnle, Tommy","Overall",359,54,42.9,61.8,34,33.3,19.8,35.7,29.2,21.3,36.7,55.6,20.4
"180","Kaprielian, James","Overall",461,88,48.6,62.5,42.5,31.7,15.4,40.2,20.1,12.1,33.3,34.1,43.2
"181","Keller, Brad","Overall",465,69,38.9,55.1,38.9,21.8,17,39.8,21,9.2,43.5,58,43.5
"182","Keller, Mitch","Overall",1680,275,48.9,64.5,44,30.4,17.1,41.3,24.7,18.1,37.1,39.6,35.6
"183","Kelly, Kevin","Overall",420,63,42.4,61,44,23.4,19.8,40.4,24.2,19.5,34.5,36.5,38.1
"184","Kelly, Merrill","Overall",1596,255,44.9,61,33.6,34.1,17,39.4,24,14.9,33,45.5,43.1
"185","Kershaw, Clayton","Overall",1748,286,49.2,64.9,40,34.4,16.5,37.1,29.6,18.6,45,47.6,38.5
"186","Keuchel, Dallas","Overall",490,97,42.9,61.6,31.2,33.5,19,35.7,18.1,6.2,28.3,53.6,33
"187","Kikuchi, Yusei","Overall",2272,380,49.1,62.5,40.5,34,14.7,37.9,27.8,15.9,44.9,40.5,43.9
"188","Kimbrel, Craig","Overall",520,69,46.9,61,41.5,30.9,15.8,36.9,34.8,22.7,54.3,30.4,47.8
"189","King, John","Overall",346,85,48.8,63.6,33.8,39.7,15.9,28.4,20.7,10.3,29.7,70.6,43.5
"190","King, Michael","Overall",700,115,44.1,62,38.1,29.8,18.7,35.9,26.9,18.9,38,40,27.8
"191","Kirby, George","Overall",1341,260,53.7,69.4,49.1,34.8,17.3,42.5,21.2,14.9,34.2,43.1,43.1
"192","Kluber, Corey","Overall",536,97,48.9,64.2,39.7,34.4,15.7,44.3,18.7,10.6,29.7,30.9,44.3
"193","Kopech, Michael","Overall",1225,164,41.3,54.9,33.2,28.6,14.7,37.5,30,19.9,41.9,32.9,43.9
"194","Kremer, Dean","Overall",1426,237,47.8,60.8,37.4,31.5,14.2,41.3,23.5,14.5,36.3,34.2,42.2
"195","Kuhl, Chad","Overall",397,64,43.8,55.2,37.8,24.7,12.1,39.1,23.6,10.6,47.5,23.4,50
"196","Lambert, Jimmy","Overall",333,53,44.4,61,41.1,26.5,17.1,37.2,27,15.6,48.1,32.1,43.4
"197","Lambert, Peter","Overall",687,123,47.2,61.1,39.6,30.8,14.7,39.8,21.6,14.8,32,43.1,45.5
"198","Lange, Alex","Overall",580,76,41.6,56.6,27.6,33.3,15.5,28.6,39.8,22.8,52.1,51.3,34.2
"199","Lauer, Eric","Overall",698,119,47.9,61,40.4,32,14.8,42.5,21.9,17.4,28.6,22.7,48.7
"200","Law, Derek","Overall",465,77,44.3,58.9,40.6,27.5,16.3,39.8,22.3,16.2,32.9,32.5,33.8
"201","Lawrence, Justin","Overall",519,98,43.5,61.5,41.8,27.5,18.1,35.8,20.4,11.9,34.9,53.1,43.9
"202","Leclerc, José","Overall",425,59,44.2,57.9,33.6,32.6,14.4,38.3,30.3,20.8,40.2,27.1,39
"203","Leiter Jr., Mark","Overall",710,106,44.4,60,35.1,33.4,16.6,30.2,34.8,19.8,50.6,45.3,37.7
"204","Leone, Dominic","Overall",347,58,46.7,59.4,36.9,30.1,13.5,36.4,27.8,13.5,48.5,36.2,43.1
"205","Liberatore, Matthew","Overall",851,158,45.2,60.8,39.5,29.1,16.1,39.7,19.2,11.1,32,41.8,46.2
"206","Littell, Zack","Overall",669,133,52.9,69.4,45.4,36.7,17.2,40.1,22.3,11.8,39.6,38.3,43.6
"207","Lively, Ben","Overall",716,150,45,61.9,43.4,27.4,18,35.1,16.5,9.5,29.7,34.7,36
"208","Lodolo, Nick","Overall",541,86,47.3,62.8,38.1,35.5,16.8,36.3,29.7,16.1,45.4,45.3,41.9
"209","Long, Sam","Overall",471,92,49,62.8,41.4,36.6,15.7,40.7,19.5,15.4,24.8,43.5,34.8
"210","Lorenzen, Michael","Overall",1418,253,48.7,62.6,40.4,NA,15.2,38.6,24.7,17.5,35.4,37.2,41.1
"211","Loup, Aaron","Overall",573,102,50.6,66.5,41.4,36,16.6,41.7,22.8,17.8,29.8,48,43.1
"212","Lucchesi, Joey","Overall",615,128,44.1,61,36.6,31.5,16.9,35.4,17,8.8,26.8,44.5,40.6
"213","Lugo, Seth","Overall",1255,211,45.8,63.6,43.7,29.1,18.6,39.1,23.4,15.7,37.4,45.5,49.8
"214","Luzardo, Jesús","Overall",2397,385,49,62.8,38.2,34.5,14.9,36.7,30.4,16.9,47.9,36.4,41.6
"215","Lyles, Jordan","Overall",1363,272,47.2,61,38.2,31,14.5,37.6,19.8,12.6,30.3,33.8,36.4
"216","Lynch IV, Daniel","Overall",694,146,48.3,61.7,37.5,33.4,13.8,30.7,25.7,13.7,41.4,37.7,30.8
"217","Lynn, Lance","Overall",1575,286,49,61.3,36.6,31.9,13.3,36.1,26.3,17.6,38.7,35,40.6
"218","López, Jorge","Overall",345,57,44.3,63.8,44.6,28.3,19.7,38.6,24.2,11.1,48.1,47.4,47.4
"219","López, Pablo","Overall",1591,283,50.1,65.9,39.2,36.9,16.6,36.6,27.5,15.2,42.6,41.3,35.7
"220","López, Reynaldo","Overall",549,65,48.3,59.6,37.7,28.4,12.4,43.4,30.9,17.9,53.6,36.9,36.9
"221","Machado, Andrés","Overall",359,64,46.2,59.9,41.5,28.6,15,38.6,22.9,20.8,26.7,50,46.9
"222","Maeda, Kenta","Overall",839,141,44.3,61,37.5,30.3,17.3,36.6,25.3,11.3,44,32.6,38.3
"223","Manaea, Sean","Overall",1348,214,52.2,65.4,43.1,33.6,14.1,44.9,24.7,17.5,37.2,38.3,40.2
"224","Manning, Matt","Overall",567,121,45,63.7,48,23.4,19.6,40.4,12.2,10.8,15.9,38.8,46.3
"225","Manoah, Alek","Overall",948,149,43,57.5,38,25.2,15.4,44.4,19.1,12.3,31.1,38.3,49
"226","Mantiply, Joe","Overall",384,82,51.3,65.4,39.8,37.7,15.1,34.5,22.8,20,26.4,51.2,42.7
"227","Marinaccio, Ron","Overall",502,62,47.6,59.6,35.5,35.2,14.3,43.5,30.5,28,33.3,38.7,35.5
"228","Marsh, Alec","Overall",705,93,44.8,59.4,32.9,33.2,15.3,42.4,28.2,16.4,40.1,31.2,43
"229","Martin, Chris","Overall",331,60,59.2,71.9,44.7,43.7,14.2,44.4,24.5,21.6,28.7,46.7,21.7
"230","Martinez, Nick","Overall",783,126,47.4,64.5,38.8,36.1,17.8,34.8,31,16.7,47.4,53.2,30.2
"231","Martinez, Seth","Overall",334,55,44,57.5,33.8,29,14.4,37.4,25.2,9.6,45.3,30.9,45.5
"232","Martínez, Adrián","Overall",380,71,45,59.5,37.4,27.7,15.3,39.8,18.1,9.5,31.8,31,47.9
"233","Maton, Phil","Overall",550,89,47.8,62.9,39.8,32.9,16,41.1,25.1,20.1,32.1,41.6,24.7
"234","Matz, Steven","Overall",1503,254,48.6,64.1,42.3,31.7,16.8,38.9,26.1,19.3,37.5,41.3,40.6
"235","May, Dustin","Overall",457,69,45.3,58.6,41.8,NA,15.1,47.3,17.9,18.4,16.7,40.6,46.4
"236","Mayza, Tim","Overall",401,63,42.6,57.1,31.4,29.8,15,36.3,26.2,16.7,36.6,41.3,44.4
"237","McClanahan, Shane","Overall",1484,245,51.2,65,43.2,35.8,15.4,32.8,34.8,25.5,49,43.7,41.2
"238","McGough, Scott","Overall",580,84,44.8,61.4,37.9,31.1,17.4,35.8,31.4,18.8,48.2,50,41.7
"239","McHugh, Collin","Overall",517,89,47,62.7,37.9,32.7,17,33.7,28.8,18.8,41.9,44.9,30.3
"240","Medina, Luis","Overall",846,142,45.2,59.3,40,27.6,14.8,42.1,20.7,10.7,37.9,45.1,39.4
"241","Megill, Tylor","Overall",1150,191,45.3,58.5,39.4,27.8,14.4,37.6,25.1,15.5,41.2,39.3,42.9
"242","Merryweather, Julian","Overall",536,71,46.5,60.1,39,30.9,15.1,33.3,37.8,20.3,63.4,39.4,33.8
"243","Middleton, Keynan","Overall",332,58,58.1,71.7,46.4,46.1,15.1,37.3,32.6,22.5,46.3,58.6,25.9
"244","Mikolas, Miles","Overall",1495,327,50.6,67,47.6,32.8,17.7,41,15.6,11.8,23,37.3,45
"245","Miley, Wade","Overall",1475,294,44.4,62,36.7,31.7,18.2,37.3,17.4,11.6,24.3,46.9,33
"246","Miller, Bobby","Overall",1095,181,46.3,62.6,43,29.3,17.9,37.7,26,18.2,39.9,44.8,34.3
"247","Miller, Bryce","Overall",993,187,50.9,64.1,42.6,33.3,14.6,39.4,23.1,15.1,36.3,27.8,43.3
"248","Milner, Hoby","Overall",560,97,42.9,63.6,38.9,32.7,21.6,37.1,21.2,14.1,29.5,43.3,37.1
"249","Minter, A.J.","Overall",700,105,51.4,65.3,37.3,37.6,15.1,37.5,33.3,19,50.3,33.3,38.1
"250","Moll, Sam","Overall",538,92,44.4,62.1,41.4,28.6,18.8,43.5,17.6,12.1,26.7,47.8,43.5
"251","Montero, Rafael","Overall",719,102,47.3,57.9,33.8,32.8,12.4,38.8,30.8,27.6,34.6,38.2,40.2
"252","Montgomery, Jordan","Overall",2912,572,47.9,63,37.3,35,16,32.9,25.7,16.6,36.4,41.4,37.9
"253","Moore, Matt","Overall",592,96,55.1,67.6,42.1,NA,14.2,38.7,30.7,22.9,40.7,33.3,35.4
"254","Moran, Jovani","Overall",448,72,41.1,59.6,35.7,27.1,18.8,23.9,37,24.5,53.8,43.1,27.8
"255","Morgan, Eli","Overall",575,85,49.9,64,40.3,NA,14.8,40.4,30,18.7,47.4,40,25.9
"256","Morton, Charlie","Overall",1432,194,42.4,59.6,35.1,32.3,18.6,31.5,36.2,21.4,51.3,45.4,35.1
"257","Muller, Kyle","Overall",1161,212,49,60.6,42.7,29.8,12.9,40.4,22,12.4,39.9,41.5,54.2
"258","Murphy, Chris","Overall",525,86,48,62.5,37.9,32.5,15.2,42.9,23,16.4,32.1,52.3,39.5
"259","Musgrove, Joe","Overall",837,138,49.3,65.5,37.4,42,17.3,40.2,26.2,11.4,39.1,42,29.7
"260","Muñoz, Andrés","Overall",421,60,48.2,65.1,37.5,35,16.9,34,36.5,27,47.8,56.7,45
"261","Nardi, Andrew","Overall",623,96,53.1,66.9,41.1,39.5,14.3,46.2,24.8,16.7,35.2,49,31.2
"262","Nelson, Kyle","Overall",472,98,56.6,69.3,41.5,43.8,13.3,36.7,26.2,9.6,46.3,50,43.9
"263","Nelson, Ryne","Overall",1257,242,47.7,61.3,43.1,29.5,15.1,40.9,18.4,12.9,28.4,39.7,41.3
"264","Neris, Hector","Overall",545,78,47.9,59.3,35.8,33.4,12.8,35.2,34.1,27.1,42.7,37.2,21.8
"265","Nola, Aaron","Overall",1591,278,48.7,65,35.3,39.1,16.9,38.2,25.5,15.1,35.2,41.4,36
"266","Ober, Bailey","Overall",1193,214,52.5,66.3,39.8,NA,15,41.2,24.6,20.1,30.4,35.5,29.9
"267","Ohtani, Shohei","Overall",1003,153,47.6,62.7,44.3,30.6,16.7,40,27.5,17,46.2,47.7,38.6
"268","Okert, Steven","Overall",615,98,48.6,64.1,41.1,33.4,16.7,38.8,27.7,22.3,35.5,22.4,34.7
