"","player_name","pitch_name","Pitches","BIP","Swing%","Strike%","Zone%","Chase%","CS%","Foul%","Whiff%","IZ Whiff","OZ Whiff","GB%","HH%"
"241","Mikolas, Miles","Overall",1702,347,49,66,44.5,32.5,17.7,40.4,17.6,12.5,26.4,40.6,41.2
"242","Miley, Wade","Overall",398,74,47,63.3,44.2,27.9,17.6,36.4,24.1,19.2,33.9,48.6,24.3
"243","Miller, Bobby","Overall",918,175,49.9,64.1,39.1,34.2,15.6,34.3,27,18.3,39.3,50.3,41.1
"244","Miller, Bryce","Overall",1102,198,54.4,67.8,46.6,35.9,14.7,42,25,21.6,31.3,40.9,40.9
"245","Miller, Shelby","Overall",355,64,45.6,63.4,43.7,31,18.9,37.7,22.8,14,37.1,32.8,39.1
"246","Milner, Hoby","Overall",494,87,41.9,64.8,39.1,34.2,23.1,37.7,19.8,16.3,23.3,57.5,33.3
"247","Minter, A.J.","Overall",402,61,47.5,61.2,44.3,29.5,15.4,40.8,27.2,17.6,45.5,39.3,32.8
"248","Mlodzinski, Carmen","Overall",346,58,43.6,59.8,39,27.5,17.6,39.7,21.9,14,34.5,46.6,41.4
"249","Moll, Sam","Overall",487,71,44.8,64.3,43.3,32.6,20.5,39,28,20.3,38.9,57.7,25.4
"250","Montero, Rafael","Overall",627,94,50.6,64,37.8,35.6,14.5,40.7,29.7,24.7,36,43.6,42.6
"251","Montgomery, Jordan","Overall",468,100,49.4,66.5,47.2,32.4,17.9,37.7,18.2,10.6,32.5,57,30
"252","Moreta, Dauri","Overall",615,91,45.9,64.1,41.8,31.8,19.5,31.2,36.2,24.4,53.5,39.6,35.2
"253","Morgan, Eli","Overall",625,114,53.3,66.6,37.9,38.9,14.1,38.7,26.7,16.5,39.1,42.1,36.8
"254","Morton, Charlie","Overall",1410,243,43.3,60.3,35.7,31.6,17.7,31.4,28.2,13.3,44.9,43.2,42.4
"255","Murphy, Chris","Overall",345,59,47.2,57.7,38.8,30.8,12.5,41.7,21.3,12.1,35.4,33.9,23.7
"256","Musgrove, Joe","Overall",713,134,49.5,64.7,41.8,36.4,16.8,35.7,25.8,13.9,41.7,50,37.3
"257","Muñoz, Andrés","Overall",415,57,47.7,65.1,39.5,39.4,18.1,28.3,42.4,31.3,53.5,61.4,26.3
"258","Nelson, Kyle","Overall",497,78,45.3,61.2,39.6,30.7,16.7,31.1,32.9,15.4,58.7,33.3,34.6
"259","Nelson, Ryne","Overall",1210,255,51.7,65.2,46.1,31.9,14.9,37,22.2,16.8,33.2,35.7,45.1
"260","Neris, Hector","Overall",678,106,51.2,65.2,42.2,36,15,41.2,27.4,18.9,39.7,31.1,34
"261","Nola, Aaron","Overall",1840,328,49.9,67.6,41.1,38.3,18.8,37.9,26.1,12.9,42.2,45.7,41.5
"262","Ober, Bailey","Overall",1215,198,53.7,64.8,39.6,38.7,12.4,37.7,32,22,45.1,32.8,43.4
"263","Ohtani, Shohei","Overall",1091,144,45.8,62.1,42.6,30,17.6,37,34,23.7,51.1,43.8,31.2
"264","Okert, Steven","Overall",420,54,45.7,61.4,40.2,31.5,16.9,37.5,34.4,23.9,49.4,31.5,33.3
"265","Olson, Reese","Overall",915,168,48.4,64.7,39.1,36.8,17.3,33,29.1,12.6,48.3,47.6,39.9
"266","Ortiz, Luis L.","Overall",828,161,45.5,61.1,38.2,30.9,16.3,34.7,22.3,12.8,35.4,54,48.4
"267","Ottavino, Adam","Overall",624,103,39.7,62,39.1,29.5,23.1,34.7,23.8,10.3,40.2,55.3,36.9
"268","Oviedo, Johan","Overall",1355,253,48.4,63,41.1,31.3,15.4,36.4,25,14.8,41.6,43.5,37.5
"269","Pagán, Emilio","Overall",598,115,57.2,69.2,47,38.5,13,45.6,20.2,16.8,26.2,40.9,39.1
"270","Pallante, Andre","Overall",509,94,41.5,56.8,41.7,21.9,16.3,34.6,20.9,12.3,40,76.6,45.7
"271","Paxton, James","Overall",395,68,41.3,59.7,43.3,25,19.2,35.6,22.1,15.9,33.9,54.4,30.9
"272","Payamps, Joel","Overall",700,115,41.6,60.1,38,29,19.4,32,27.5,21.8,34.9,50.4,24.3
"273","Pearson, Nate","Overall",411,77,47,61.8,41.1,27.7,15.3,34.7,25.4,13.5,47.8,33.8,42.9
"274","Peguero, Elvis","Overall",525,101,45.9,61.5,34.5,37.5,16.6,27.4,29.5,8.9,47.3,62.4,43.6
"275","Pepiot, Ryan","Overall",334,54,53.3,65.9,40.4,40.2,15.9,34.8,34.8,22.4,50,33.3,35.2
"276","Peralta, Freddy","Overall",1389,184,47.4,61.9,37.9,33.5,16,35,36.9,24.7,52.6,41.3,40.8
"277","Peralta, Wandy","Overall",372,58,50,61.3,26.3,41.6,11.3,40.9,26.9,9.7,37.7,58.6,22.4
"278","Peterson, David","Overall",468,71,47.4,65,43.4,33.6,18.2,37.4,29.7,24.1,38.2,53.5,49.3
"279","Pfaadt, Brandon","Overall",1023,191,53.9,67.6,42.7,41.1,14.9,35.4,29.6,17.4,45.2,34.6,40.8
"280","Phillips, Evan","Overall",485,69,46.8,66.4,35.7,38.1,20.8,30.4,38.8,18.5,57.1,46.4,31.9
"281","Pivetta, Nick","Overall",1388,204,48.7,62.5,39.4,35.6,15.4,38.9,30.9,21,43.5,37.3,44.1
"282","Pressly, Ryan","Overall",536,87,50.9,67,39.7,38.1,16,35.5,32.2,16,52,52.9,41.4
"283","Priester, Quinn","Overall",452,84,44.2,60.8,40.7,32.8,17.5,34.5,23,10.7,38.6,59.5,48.8
"284","Pruitt, Austin","Overall",504,105,49.8,62.3,38.1,34.6,14.5,35.1,22.3,14,33.3,43.8,27.6
"285","Pérez, Cionel","Overall",420,71,43.6,60.7,39.8,32,17.6,38.3,21.7,11.7,34.6,64.8,35.2
"286","Pérez, Eury","Overall",749,129,53.3,65.8,42.5,37.6,13.8,35.1,32.6,22.8,46.9,25.6,49.6
"287","Pérez, Martín","Overall",522,113,48.1,65.7,42.7,35.8,18,39.4,15.1,6.9,26.2,56.6,36.3
"288","Quantrill, Cal","Overall",810,204,49.5,65.2,40.9,34.4,15.9,34.7,14.2,11,18.8,39.2,37.7
"289","Ragans, Cole","Overall",355,59,48.5,62.3,41.4,31.2,14.4,36.6,28.3,19.4,43.1,50.8,44.1
"290","Raley, Brooks","Overall",446,62,41.9,62.3,40.6,29.1,21.3,35.8,30.3,17.1,49.4,33.9,22.6
