"","player_name","pitch_name","Pitches","BIP","Swing%","Strike%","Zone%","Chase%","CS%","Foul%","Whiff%","IZ Whiff","OZ Whiff","GB%","HH%"
"397","Urquidy, José","Overall",1254,234,51.7,62.7,35.6,38.8,12.6,37.7,25.9,19.4,32.9,33.8,36.8
"398","Urías, Julio","Overall",1849,333,49.5,67,43.2,36.1,19,39.1,24.2,16.9,34.6,37.5,34.5
"399","Valdez, Framber","Overall",3190,577,47.5,62.9,42.6,NA,16.3,35,26.7,12.4,48.7,55.3,45.4
"400","Varland, Louie","Overall",1110,197,53.8,67.7,44.9,36.6,15.2,41.4,25.6,17.4,39.3,44.7,44.2
"401","Vasquez, Andrew","Overall",853,146,42.9,65.3,45.4,29.8,22.7,41.5,17.5,8.4,32.4,47.3,30.8
"402","Velasquez, Vince","Overall",650,110,46.9,63.2,37.4,32.9,16.8,36.7,27.2,21.6,34.3,31.8,39.1
"403","VerHagen, Drew","Overall",1042,173,46.4,61.4,40.3,32.8,16.2,33.3,30.6,17.9,48,41,36.4
"404","Verlander, Justin","Overall",2878,529,49.5,64.1,41.3,34.7,15.8,40.3,22.5,14.5,33.8,35.3,41
"405","Vesia, Alex","Overall",885,139,50.6,62.9,42.8,32,14,38.6,30.1,22.4,43.8,28.8,41.7
"406","Vest, Will","Overall",780,129,47.6,67.2,43.3,36.9,20.6,40.4,24.3,15.9,35,44.2,45
"407","Voth, Austin","Overall",663,108,47.8,63.5,40.6,34.5,16.4,40.7,24,18.2,31.6,34.3,35.2
"408","Vásquez, Randy","Overall",669,110,46,62.8,38.9,34.7,17.9,46.1,17.9,10.8,26.1,37.3,38.2
"409","Wacha, Michael","Overall",2221,383,47.9,63.8,40.8,33.9,16.9,39.1,24.6,16,36.6,35.2,35.5
"410","Wainwright, Adam","Overall",1785,387,41.3,60.4,40.6,24.1,19.6,34.1,13,7.9,22.7,41.1,38.8
"411","Waldichuk, Ken","Overall",2553,426,47.5,60.9,39.5,32.1,14.3,39.5,25.1,16.6,37.3,41.1,38.5
"412","Waldron, Matt","Overall",673,130,47.8,63.6,44.1,31.1,16.8,40.7,18.9,13.7,28.2,40,38.5
"413","Walker, Ryan","Overall",1079,159,45.5,63.8,39.5,NA,19.6,35.4,32,19.8,45.9,44,26.4
"414","Walker, Taijuan","Overall",2837,516,44.1,60.1,36.9,31.7,16.6,37.6,20.5,11.5,31.4,45.3,40.9
"415","Wantz, Andrew","Overall",658,111,48.5,61.6,40.1,31.7,14.3,38.9,26.3,20.1,36,30.6,31.5
"416","Ward, Thaddeus","Overall",681,100,38.6,57.1,38.8,25.7,19.7,38.8,23.2,16,33.6,46,37
"417","Weathers, Ryan","Overall",1073,184,43.9,59.3,40.5,25.4,16.4,37.2,23.6,19.4,31.5,38,34.8
"418","Weaver, Luke","Overall",2258,410,47.3,62.2,41.3,28.8,15.9,39.6,21.6,16.9,30.1,35.9,42
"419","Webb, Jacob","Overall",967,148,50.8,63.2,41.1,35.3,13.8,37.5,32.2,25.2,42.3,35.8,40.5
"420","Webb, Logan","Overall",3182,619,47.3,66.8,40,35.3,20.4,37.9,20.7,10.8,33,62.7,46
"421","Weems, Jordan","Overall",920,141,44.3,58.8,38.8,27,16.1,38.5,27,19.1,40.1,39,38.3
"422","Wells, Tyler","Overall",1948,323,47.4,62.9,40.4,32.8,16.7,38.6,26.2,18.8,36.7,32.5,38.1
"423","Wentz, Joey","Overall",1930,347,47.7,62.5,40.1,30.7,15.8,36.7,25.2,14.3,42.8,36.9,41.5
"424","Wesneski, Hayden","Overall",1479,260,44.6,61.7,42.5,30.7,18.2,37.6,22.7,15.3,34.1,41.2,38.1
"425","Wheeler, Zack","Overall",3557,592,51.3,64.4,39.9,37.6,14.4,38.1,29.4,19.5,41.9,41.6,37.7
"426","White, Brendan","Overall",667,113,48.3,65.4,39.6,NA,18.1,35.1,29.2,18.4,43.5,51.3,39.8
"427","Whitlock, Garrett","Overall",1195,216,51.1,66.8,44.4,35.8,17,36,28.1,16.3,46.6,44,42.6
"428","Wicks, Jordan","Overall",583,112,46.3,60.7,33.3,33.4,15.3,35.2,23.3,13.6,33.8,50,33
"429","Williams, Devin","Overall",979,116,46.1,59.8,33.1,35.4,15.1,32.4,41.4,30.6,51.7,47.4,30.2
"430","Williams, Gavin","Overall",1386,223,47.5,62.2,40.5,31.1,15.7,38.4,27.8,20.8,38.7,38.6,38.6
"431","Williams, Trevor","Overall",2622,490,47.1,60.5,36.4,32.5,14.4,40.9,19,11.6,28.4,40,38.6
"432","Williamson, Brandon","Overall",1939,352,46.6,62.6,42.2,30.5,17,38.8,22.1,15.3,33.3,37.8,41.2
"433","Wilson, Bryse","Overall",1162,230,48.5,64.3,41.8,31.1,16.4,40.4,18.4,12.4,28.6,37.8,35.7
"434","Wilson, Steven","Overall",938,132,44.2,59.6,39.1,27.1,16.5,41.2,26.7,20.4,37.4,25.8,33.3
"435","Winckowski, Josh","Overall",1383,251,49.4,64.9,41.2,33.1,16.1,36.5,26.2,16.7,40.9,51.4,41
"436","Winder, Josh","Overall",559,105,48.5,63,38.5,32.6,15,41,20.3,12.6,31.2,41,43.8
"437","Winn, Keaton","Overall",594,123,52.7,65.8,43.9,37.2,15.2,30,30.7,23.8,41.1,59.3,48
"438","Woo, Bryan","Overall",1448,240,50.9,64.4,43.4,32.6,15.2,39.2,28.1,21.9,39,40.8,33.8
"439","Wood, Alex","Overall",1708,305,45.8,62.8,39.3,30,17.9,38.9,21.7,15.1,31.8,45.9,37.4
"440","Woodford, Jake","Overall",909,168,41.7,60.1,41.7,22.6,19.1,39.8,15.8,12.7,22.5,51.2,49.4
"441","Woodruff, Brandon","Overall",1043,161,50.1,65.8,45.5,32.9,17.3,40.7,28.3,20.5,42.2,37.3,41.6
"442","Wright, Kyle","Overall",575,100,47.1,62.6,38.6,34.3,16.2,39.9,22.8,9.9,38.8,61,46
"443","Yarbrough, Ryan","Overall",1424,288,51.5,66.6,43.5,38.1,16.2,37.9,22.8,16.4,31.7,39.9,29.2
"444","Yates, Kirby","Overall",1083,134,45.4,59,35.4,31.6,14.3,41.3,31.3,21,43.9,37.3,39.6
"445","Young, Alex","Overall",877,165,50.7,64.7,39.2,38.8,14.4,31.5,30,14.2,48.3,49.7,44.2
"446","Zerpa, Angel","Overall",707,134,49.6,63.1,44.1,28.9,14.3,41.3,19.9,11.4,37.7,50.7,45.5
