"","last_first_name","BIP.x","Swing%","Chase%","Foul%","Whiff%","IZ Whiff","OZ Whiff","GB%","HH%","SLGcon","BIP.y","Avg LA","LA Std Dev","Sweet Spot%","HH LA","Oppo FB%","Oppo FB EV","High AA%"
"129","Mastrobuoni, Miles",115,39.2,21.1,34.5,15.5,12.1,23.9,49.6,38.3,0.322,110,6.9,27.7,39.1,8.3,52,89.5,6.1
"130","Mauricio, Ronny",93,51,39.4,34.9,31.3,26.6,36.4,45.2,40.9,0.581,93,13.3,30.6,28,12.1,20.8,81.7,14.1
"131","Mayer, Marcelo",71,50.2,32.6,38.3,27.2,8.3,61.6,46.5,53.5,0.634,71,7.2,26.4,42.3,6.4,36.8,89.4,18.8
"132","McCutchen, Andrew",73,44.5,26.3,36.5,28.9,18.4,48,39.7,38.4,0.562,73,14.2,26.1,39.7,15.1,14.3,77.6,43.2
"133","McKinstry, Zach",196,46.2,30.7,41.2,23,14.6,36.3,34.7,31.1,0.551,195,17.4,24.6,47.7,16.1,34,90.1,27.6
"134","McMahon, Ryan",188,45.4,28.7,37.3,34.2,22,55.3,37.8,50,0.665,187,16.5,24.9,40.1,20.2,33.8,93.3,39.2
"135","McNeil, Jeff",186,54.5,34,46.4,14.1,8.4,25,34.4,31.7,0.468,185,18.3,28,36.2,12.7,33.3,86.8,17.9
"136","Meidroth, Chase",81,39.5,24,44.5,10.4,9.1,13.1,53.1,40.7,0.42,80,8,27.5,26.2,8.9,28.6,87.7,12.3
"137","Merrill, Jackson",157,58.7,42.5,38.9,27.3,14.7,42.2,41.4,45.2,0.548,157,15.4,25.6,42,18.4,40.4,89.2,37
"138","Misner, Kameron",108,47.4,32.4,37.1,32.3,21.8,47.6,42.6,31.5,0.537,107,15.3,29,29,15.9,48.1,86.7,30.4
"139","Moncada, Yoán",108,46.6,29,32.5,32.1,21.6,50.5,36.1,46.3,0.602,108,16.4,25,36.1,14.4,24.4,83.3,31.4
"140","Moniak, Mickey",189,57.2,42.5,35.6,27.6,16.1,42.6,32.8,47.6,0.746,188,17,26.6,42.6,19.2,36.8,88.8,36.4
"141","Mullins, Cedric",172,49.5,31.4,43.6,25.1,16.7,40.3,31.4,36,0.564,165,24.6,30.1,33.3,18.5,19.3,92.4,35.9
"142","Muncy, Max",181,43.2,25.6,42.6,24.5,15.2,41.1,34.3,50.8,0.669,181,17.7,28.4,38.7,22.8,20,84,48.1
"143","Naylor, Bo",132,45.6,29.6,46.8,23.7,13.7,40,29.5,42.4,0.614,130,20.8,30.7,42.3,22.2,17.8,90.8,38
"144","Naylor, Josh",226,53.4,36.3,36.2,20.5,10.2,36.2,44.7,46,0.535,226,11.6,25.1,37.2,11.2,13.1,82.7,10.9
"145","Nimmo, Brandon",221,45.7,27,39.5,22.3,14.7,38.5,43.4,52,0.593,221,14.4,29.8,29,11.5,32.8,88,20.9
"146","Nootbaar, Lars",179,39.7,24.7,39.5,20,12.2,32.9,31.8,54.7,0.542,178,19.9,27.2,40.4,14.6,22.2,85.6,16
"147","O'Hearn, Ryan",221,46.3,29.5,39.5,21.1,10.3,38,43.4,49.8,0.575,221,11.2,25.9,39.4,15,32.7,90.6,21.8
"148","Ohtani, Shohei",201,45.2,29.2,35.8,33,23.6,47.1,43.3,60.7,0.92,201,13.4,26.7,33.8,22.1,24.7,97.7,54.8
"149","Olson, Matt",233,44,27.6,43.1,24.9,19.3,34.1,39.9,54.9,0.609,233,14.8,27.6,39.1,15,36.8,93.1,25.6
"150","Ortiz, Joey",90,47,36.2,39.2,15.2,8.5,24.1,53.3,35.6,0.467,87,8.5,27.1,26.4,3.4,35.3,90,2.1
"151","Pages, Andy",83,54.9,35.9,43.8,21.9,9.2,43.8,24.1,42.2,0.542,83,18.3,21,45.8,13.1,32.1,86.5,18.9
"152","Palacios, Joshua",83,49.9,29.7,39.7,26.7,19.6,40.5,45.8,41,0.434,82,10.9,32.7,30.5,6.8,58.8,85.3,26.8
"153","Pasquantino, Vinnie",290,47.6,35.3,38.5,16.9,6.3,30.1,39.3,42.4,0.541,289,17,27.8,35.3,11.8,23.2,88.4,12.5
"154","Pauley, Graham",86,48.4,35.2,33.5,26.5,18,37.6,38.4,33.7,0.465,86,17.4,25.7,40.7,13.7,30.4,91.8,27.9
"155","Pederson, Joc",108,44.7,30.7,39.4,24.2,16.8,34.7,43.5,46.3,0.352,108,16.3,32.3,29.6,13.4,27.6,91.3,23.1
"156","Perdomo, Geraldo",378,39.3,22.3,40.8,12.1,7.6,22.3,38.9,31.5,0.471,367,15.2,27.1,39.2,13.4,36.1,86.7,14.9
"157","Perez, Salvador",79,64.9,53.3,40.8,25.3,13.3,38.1,31.6,48.1,0.405,79,22.8,25.9,30.4,16.8,26.9,87.2,52.8
"158","Polanco, Jorge",279,44.9,29.4,31.5,23.7,11.4,41.7,39.1,44.1,0.541,275,17.1,29.1,34.2,11.8,29.6,85.6,13.4
"159","Profar, Jurickson",110,47,29.9,48.4,16.7,8.1,30.8,40.9,36.4,0.509,109,16.4,32.9,28.4,10.4,34.4,84,19.3
"160","Pérez, Wenceel",150,50.1,36.8,38.3,24.8,17.4,35.1,34,38,0.607,150,18.8,26.4,40,13.6,36,86.5,15.9
"161","Quero, Edgar",192,46.3,25.1,42.6,17.2,12.6,28.5,52.1,49,0.453,192,5.5,25.9,34.9,5.6,45.7,89,16.7
"162","Rafaela, Ceddanne",95,58.6,42.9,39,27.1,19.5,37.1,42.1,44.2,0.568,94,11.9,31.4,38.3,9.6,29.6,90.5,42.9
"163","Raleigh, Cal",295,51.6,36,41.1,31.1,20.7,45.2,25.1,51.2,0.851,295,25.9,28.4,35.9,24.3,13.6,96,63.6
"164","Raley, Luke",81,52.8,34.8,32.7,40.1,27.4,59.8,49.4,44.4,0.593,77,12.3,28.4,35.1,13.8,44.4,85.3,55.3
"165","Ramos, Heliot",80,47.2,32.3,42,26,16.2,39.3,38.8,50,0.6,80,14.7,28.4,38.8,13.8,54.5,90.1,17.8
"166","Ramírez, José",375,47.3,34.1,41.4,15.3,8.3,24.2,32.5,37.9,0.573,375,20.4,27.7,36.5,12.5,18.1,86,17
"167","Rave, John",71,42.9,27,42.6,23.6,15.7,38.2,56.3,43.7,0.465,70,7.5,27.9,30,7.5,42.1,88.4,27.3
"168","Realmuto, J.T.",75,46.9,33.2,34.4,27.2,16.1,44.2,48,49.3,0.387,75,10.6,25.2,33.3,7.1,28.6,82.5,39.1
"169","Rengifo, Luis",307,53.1,36.9,36.9,22.6,12.7,37.3,52.8,34.2,0.401,304,5.3,27.4,34.5,8.3,32.1,87.1,10.8
"170","Reynolds, Bryan",307,50,30.9,37.6,29.2,16,51.9,45.9,46.6,0.547,307,7.3,25.4,42.3,13,35.1,92.8,40.4
"171","Rice, Ben",192,44.4,25.6,37.6,21.9,11.8,41.6,41.1,54.2,0.589,192,13.9,27.7,38.5,12.9,23.1,95.1,25.7
"172","Riley, Austin",74,49.6,27.3,34.9,26.6,16.5,49.2,35.1,43.2,0.541,74,21.7,30.6,25.7,18.1,42.9,87.6,43.8
"173","Rocchio, Brayan",159,52.1,37.4,34.2,25.2,16.2,37.6,47.2,33.3,0.39,153,10.3,27.7,37.9,13.2,39.5,85.7,20.5
"174","Roden, Alan",80,46.9,34.3,37.1,23.4,12.3,37.4,58.8,30,0.412,80,1,34.4,21.2,2.7,33.3,89.1,14.8
"175","Rodríguez, Julio",90,54.6,37.1,32.8,31.2,24,41.7,46.7,47.8,0.7,90,8.7,26.4,40,15,24.1,90.8,12.7
"176","Rojas, Josh",119,45.2,22.7,37.5,23.6,17.5,39.5,42,38.7,0.345,119,13.2,25.7,32.8,14.2,35.9,85.7,25.8
"177","Rojas, Miguel",71,42,22.4,39.5,12.2,5,27.7,36.6,28.2,0.549,71,18.4,31.4,33.8,11.9,27.3,87.8,10.2
"178","Rooker, Brent",77,45.6,29.6,26.2,29.1,14.3,49.3,37.7,41.6,0.701,77,14.7,24.6,42.9,17.6,15,95,32.6
"179","Rosario, Amed",85,56.5,41.4,38.4,16.8,7.5,28.6,44.7,47.1,0.541,85,10.9,26.6,36.5,8.5,30,92.2,8.9
"180","Ruiz, Keibert",230,52.8,40.4,37.7,12.8,5,22.5,48.7,30.9,0.352,230,11.3,28.9,31.7,4.4,25.5,79.6,14.7
"181","Rutschman, Adley",231,40.4,25.8,42.6,13.8,8.5,22.3,39.4,38.1,0.485,231,15.5,26.2,37.7,14.2,34.3,89.6,28.3
"182","Santana, Carlos",301,44.6,29.2,38.4,23.5,12.7,39.6,41.2,38.5,0.425,301,16.1,30.9,32.6,11,16.9,89.6,31.2
"183","Santander, Anthony",130,48.9,36,45.8,23.7,16.2,33,36.9,40.8,0.431,130,18.5,33.1,31.5,8.5,20.6,87.4,15.8
"184","Schanuel, Nolan",282,44.4,29.4,40.8,14.4,7.3,25.6,41.1,31.6,0.461,279,14.7,26.2,40.1,14.5,33.3,87.2,26.5
"185","Schneemann, Daniel",164,44.2,28.7,34.9,27.6,21.4,37.4,46.3,45.7,0.591,163,10.6,27.8,39.3,16.4,40.5,91,47.7
"186","Schwarber, Kyle",184,40.9,25.6,33.8,33.1,20.1,53.5,37.5,63.6,0.826,184,16.9,26.6,33.7,19.4,21.5,93.3,56.2
"187","Scott II, Victor",180,48.5,29.2,36.2,26.3,16.8,42.9,40.6,29.4,0.45,168,15.8,29,37.5,14.8,37.5,85.1,22
"188","Seager, Corey",160,48.8,27.8,38.2,26.6,15.1,47.5,48.8,53.8,0.575,160,9.8,25.5,31.2,14.7,36.4,90.6,37.4
"189","Semien, Marcus",89,45.7,26.2,35.8,27.6,16.8,46.5,34.8,34.8,0.404,89,18.7,24.9,37.1,18.1,19.4,84.9,61.7
"190","Sheets, Gavin",202,43.9,34.8,40.3,23,11.4,34.2,33.2,50.5,0.569,202,17.6,28.2,41.1,15.6,14,87.8,19
"191","Simpson, Chandler",171,47.3,33.7,35.6,10.1,6.4,16.1,55.6,16.4,0.368,164,2.4,27.2,34.1,-2,50,85.5,8.7
"192","Smith, Dominic",83,48.5,37.5,39.3,23.7,8.2,38.5,41,37.3,0.554,83,13.9,23.1,44.6,17.4,40.9,90.5,35.9
"193","Smith, Josh",235,46.8,30.7,43.1,16,7,30.7,44.7,38.3,0.536,232,11.5,27.1,38.8,10.6,26.4,82.8,16.2
"194","Smith, Pavin",131,40.9,27.1,37.9,31.4,21.8,46.3,43.5,45,0.733,131,11.9,27.1,38.9,15.6,39.4,90.3,46.9
"195","Soderstrom, Tyler",248,48,32.7,36.7,24.8,12.2,44,47.6,50.8,0.657,247,8.8,27.3,35.6,11.1,33.3,90.5,15
"196","Sosa, Lenyn",73,55.2,49.2,45.4,22.5,17,27,31.5,34.2,0.479,73,19.1,26.8,42.5,14.9,45,90.1,36.4
"197","Soto, Juan",218,33.8,16.7,34.5,19.7,13,35.7,47.7,61.5,0.683,217,10.3,28.1,34.1,16.2,26.8,95,32.7
"198","Springer, George",72,45.8,26.6,37.3,26.9,21.1,38.2,37.5,31.9,0.542,72,19.5,29,37.5,22.7,36.4,89,41.7
"199","Story, Trevor",81,55.6,42.4,40.3,28.9,17.8,42.7,43.2,48.1,0.63,81,14.9,27.2,34.6,10.9,26.1,84.8,28.8
